event_id,user_id,device_model,os_type,roaming_status,network_type,event_time,location,event_type,is_fraud
Y72BJAXDHK,3685547308,PDYQL,iOS,True,LTE,2025-03-31 09:50:32.904628,"-89.70853498612772,-71.25208155151398",battery drain,False
DW3HA55VFG,1178722217,JAEXJ,Windows,True,WiFi,2025-04-04 09:50:32.904644,"47.89969893327873,99.76020655442545",SIM switch,False
GE650NXEFE,4472780076,DIGLV,Windows,False,5G,2025-04-12 09:50:32.904659,"14.434470776122296,138.34071083200394",battery drain,True
SVWUJ2IRN1,1901976076,UNAAP,Windows,True,5G,2025-04-09 09:50:32.904675,"-68.75788114750586,96.53379853582317",reboot,False
ID3REGIUM0,1833310579,QXVOL,iOS,False,5G,2025-04-03 09:50:32.904690,"-44.24078355124468,-112.03022229761736",battery drain,True
ATJCCY7YGR,6492675621,KWAOI,Windows,False,WiFi,2025-04-16 09:50:32.904705,"83.84323948415789,66.4039157062602",battery drain,False
2G8G6WOYRE,4000802206,CTTFA,Windows,False,WiFi,2025-04-07 09:50:32.904720,"41.40732971294227,-117.50667746691515",battery drain,True
FBMI4LDS7U,6717498415,OXXAL,Android,True,5G,2025-03-31 09:50:32.904735,"-37.126813962648995,-19.095633400911396",battery drain,False
6EMEIB6TQ2,1262029424,BFEZI,Windows,True,LTE,2025-04-10 09:50:32.904752,"54.2330173390545,126.8503436107294",battery drain,True
8IE37DVKRG,0780052686,YBDWP,Windows,True,5G,2025-04-23 09:50:32.904767,"21.84127820186322,-87.93248075524062",battery drain,False
ELML8WQRUG,8386019448,YLKVA,iOS,True,5G,2025-04-01 09:50:32.904782,"68.05199331212981,-63.69903741544594",SIM switch,True
FCGXSKI2S2,0976462115,WUNXY,Android,False,5G,2025-03-26 09:50:32.904796,"30.17946588123533,9.102700933709713",reboot,False
G0RDT2IUEM,6182508152,QGKAL,iOS,False,WiFi,2025-04-03 09:50:32.904811,"-89.77631834055687,-11.330999563409478",SIM switch,False
PN62MYXCRY,9808335361,BBEZP,iOS,False,WiFi,2025-04-19 09:50:32.904826,"10.90051237427933,146.89118256069025",SIM switch,True
UJ294ZOSPW,7619442266,NWAEJ,iOS,False,5G,2025-04-12 09:50:32.904841,"59.91564492774154,-70.73556386908564",SIM switch,False
R0EVMZDCLW,9724762386,WCOAG,Android,True,LTE,2025-03-26 09:50:32.904855,"-16.006904082443086,-63.63618773929814",battery drain,True
M3DSF7H7ZJ,4468125410,GMAQP,Android,True,LTE,2025-03-31 09:50:32.904870,"85.7947474144249,-106.74972722622297",SIM switch,False
Q38M2ROOSB,6766093805,YKWVM,Android,True,LTE,2025-03-27 09:50:32.904887,"-32.60677908091354,-24.25481645506119",reboot,False
ZSSNB5Q3XQ,5853622126,FQMKG,Windows,False,LTE,2025-04-23 09:50:32.904906,"-56.59184562836958,168.99783551984774",battery drain,False
AFEY1TQN6A,3134489455,TOZQS,Android,False,5G,2025-04-13 09:50:32.904928,"-17.227895084562633,176.36060159960664",SIM switch,True
EQ6B7FAERA,6404166990,IKAHI,iOS,True,5G,2025-03-25 09:50:32.904943,"-37.112740552441814,-34.40314851776242",SIM switch,True
2NJAIMIWFI,9933718155,YVPBI,iOS,True,5G,2025-04-10 09:50:32.904958,"-14.190472150181506,-89.42458595135741",battery drain,True
T6VOY1JUZH,2041190112,RJSAH,iOS,True,LTE,2025-04-12 09:50:32.904973,"-53.70111048320096,90.55150240291965",reboot,False
W1IS73A1XQ,8851514511,LMLLF,Android,False,WiFi,2025-03-27 09:50:32.904988,"2.356130408430488,-175.8702957703062",battery drain,False
H7ISF1SO9Q,0647723475,EFXYG,iOS,True,5G,2025-04-23 09:50:32.905003,"61.260461395505644,-42.39587781070236",reboot,True
FTOXTJC1R6,9184934625,LSIPW,iOS,True,LTE,2025-03-27 09:50:32.905018,"-7.337562107071392,179.20899848643188",battery drain,False
TA5S7KNBWS,6609811512,XMGPX,iOS,True,WiFi,2025-04-15 09:50:32.905033,"-76.69032748873882,-77.5731825061416",reboot,False
CYUKZHSJUF,2405084090,QIJQF,iOS,False,LTE,2025-04-17 09:50:32.905047,"-60.03040584355328,-101.83513662692624",SIM switch,False
IFEY7O7WZN,7236923884,IGYDD,Windows,True,LTE,2025-04-03 09:50:32.905062,"80.21112209951698,98.88631756015218",SIM switch,True
DOY4ZF45G2,7197901489,ERQOF,iOS,False,WiFi,2025-04-06 09:50:32.905077,"-72.289891391812,-3.5348858230842666",reboot,True
Z4KU7QO9Z3,0019335875,TQLCO,Windows,False,LTE,2025-03-31 09:50:32.905094,"-60.03828710393161,-150.457700964579",reboot,True
1ZZHC9THTM,4549368522,AMGCF,iOS,False,LTE,2025-04-01 09:50:32.905108,"-87.24667522401876,145.38750983775162",SIM switch,True
SZN2CPJ69Y,8589791771,SWBXL,iOS,False,5G,2025-04-18 09:50:32.905123,"-4.075752382602062,40.51911328841376",reboot,False
058KS6QWVN,9346825392,SBUEI,Android,True,WiFi,2025-04-04 09:50:32.905139,"2.5455029116353813,145.1770466152754",SIM switch,True
O0PTJ2LTV5,0426296520,JSDNX,iOS,True,5G,2025-04-16 09:50:32.905154,"-4.553277898294269,-121.76054118102559",reboot,False
RIE28A0TLK,1889148978,GLTYJ,iOS,False,LTE,2025-04-02 09:50:32.905182,"76.1226323934944,11.034508870892921",battery drain,True
QZK5WOEON6,2655962837,MBCCL,iOS,True,LTE,2025-04-07 09:50:32.905197,"17.274330200836985,-134.31771871962354",battery drain,True
9GO57HHFH9,9595308210,AHJQL,iOS,False,5G,2025-03-30 09:50:32.905213,"-47.82067653552717,124.58683814732467",SIM switch,True
TG8EOHFOA2,3579236320,NALXE,Android,True,LTE,2025-04-09 09:50:32.905228,"56.467789085832266,61.45480093329266",battery drain,True
W7U0EXFDD3,6189171468,SPVCP,Android,False,LTE,2025-04-12 09:50:32.905243,"11.702704558053,4.0206101773259775",reboot,True
EBPA3EMI1A,1010998343,DNFPX,Windows,False,LTE,2025-03-26 09:50:32.905257,"69.19299612336869,174.62223339537996",battery drain,False
BHP04LXQBR,3102590924,UGMQZ,Android,False,WiFi,2025-04-17 09:50:32.905272,"-51.14753822348656,54.55101117189918",battery drain,True
PYN15LRL2N,9167981122,UJGRX,Windows,False,WiFi,2025-03-30 09:50:32.905286,"-80.33706453011688,170.14051212145307",reboot,False
RIU7B7YD7I,8255773164,GWWLW,Windows,False,LTE,2025-03-30 09:50:32.905302,"-70.0166499324663,-34.445772672272284",battery drain,True
KKVSINFB13,2434716685,SCUNI,Windows,False,5G,2025-03-26 09:50:32.905318,"-24.469780933679715,-39.84449005665576",battery drain,True
RIGBVVIBWE,1297810688,PJPBR,iOS,True,WiFi,2025-04-09 09:50:32.905342,"-56.36925532390398,118.1389744751524",SIM switch,True
43L6R5WT2K,3715658649,ZWUSM,Android,True,LTE,2025-04-22 09:50:32.905361,"5.600857479848642,-176.54279694323566",battery drain,True
LLFAN9LFOU,3853367851,FAMBW,iOS,True,5G,2025-04-21 09:50:32.905376,"-70.44517395319914,-46.58366471747567",SIM switch,True
2B8OFQHPFI,6222266030,KCEOQ,Windows,True,LTE,2025-04-13 09:50:32.905410,"12.511140807276888,-67.7401939261201",battery drain,False
5KHBJ56ZP4,1383827605,TGDBH,iOS,True,WiFi,2025-04-04 09:50:32.905427,"-4.792533101731962,42.079617852014565",SIM switch,False
4377HF22NQ,6774030395,ISERM,Windows,False,LTE,2025-04-07 09:50:32.905446,"-63.8303407174152,162.57517712361715",SIM switch,True
V965LU7EQD,8884393998,UXUMI,iOS,True,LTE,2025-04-11 09:50:32.905470,"16.11156341427133,-164.27934234287898",SIM switch,True
EF5LFFENU6,8119626197,PMVSD,Windows,True,WiFi,2025-04-20 09:50:32.905497,"-14.773778269820227,45.62854367720371",SIM switch,False
J0XO4XZNRQ,6757934368,MHLBA,iOS,True,5G,2025-04-12 09:50:32.905513,"-71.60960981389348,-97.45129974772861",reboot,False
OVRSKOAK9P,3877017755,MESXB,iOS,False,5G,2025-04-04 09:50:32.905528,"21.856758140325795,-84.05460664103985",SIM switch,False
2HF6RUMG66,9188244067,WLGNX,iOS,True,5G,2025-04-15 09:50:32.905543,"-35.13470069244586,170.32762515731952",reboot,True
0BQG3KKN08,4741279764,FVTQK,Android,True,5G,2025-04-14 09:50:32.905557,"49.04937679489652,92.94030459479421",SIM switch,True
ZVR34QDILL,4395026452,ZIWZT,Android,True,WiFi,2025-04-17 09:50:32.905572,"23.126897319386842,-38.09510458322106",battery drain,False
O7HQ6JJCFU,1918605563,NUZVO,iOS,True,LTE,2025-04-08 09:50:32.905588,"50.800939070802826,-50.294461966574545",battery drain,True
CS4ZZFW1W8,0690273574,RLJBC,Windows,True,WiFi,2025-04-16 09:50:32.905607,"-37.03833784790465,124.96738962833246",SIM switch,True
DA7LBG7J0M,4049145751,NQRLP,iOS,False,LTE,2025-04-14 09:50:32.905631,"62.61505512984661,133.8835893912032",battery drain,True
L8ZM4TGHGP,9404573527,EBFKO,iOS,True,LTE,2025-03-31 09:50:32.905646,"-67.37582791225023,-130.60493179877426",SIM switch,False
7I4K2HI0X3,9512980656,HGMRF,Android,True,WiFi,2025-04-19 09:50:32.905661,"-34.528577094606405,-51.369436983661586",SIM switch,True
Z2XA9OCW80,9052164415,QHVVR,Android,False,5G,2025-03-29 09:50:32.905676,"26.439457243139643,18.992096009013864",reboot,False
OGKOXF6THK,1674048765,ZNUMA,Android,False,5G,2025-03-28 09:50:32.905693,"35.01849712961675,125.5889643218357",reboot,False
KL6JPBET3O,6991031751,QNXWR,iOS,False,5G,2025-04-15 09:50:32.905715,"-58.30212024998588,112.07052780443036",SIM switch,True
EA6QC7GZA9,1521773554,HNYTP,Windows,False,LTE,2025-03-30 09:50:32.905734,"57.63326528643006,-100.15808899148777",SIM switch,True
GJKCRZCGD2,4154804293,ZCBTQ,Android,False,5G,2025-03-26 09:50:32.905749,"58.06607234763061,-9.815975419391407",SIM switch,True
IZGBIBN9P2,5281206056,HCYOZ,Android,False,5G,2025-03-30 09:50:32.905769,"-10.267424988010859,170.99111379731744",SIM switch,True
IV6HQQH1BZ,3654511823,NWMNA,Android,True,5G,2025-04-03 09:50:32.905790,"-61.07508996314135,2.5465963555587052",SIM switch,False
ND32MDR63F,5917092954,HVNPZ,iOS,False,5G,2025-04-20 09:50:32.905811,"-38.41633465325028,178.9047688259384",SIM switch,False
4BYCYV53K5,0914039808,UIDDP,Android,False,5G,2025-04-18 09:50:32.905832,"-60.640934314927364,124.43083054968236",battery drain,True
QR3CFMNAFO,5858507112,KDUWW,iOS,False,5G,2025-03-27 09:50:32.905855,"-8.489229236570168,0.6515163656214042",battery drain,True
MKFETYHZ0Y,1495049231,BQTAZ,iOS,False,5G,2025-03-31 09:50:32.905879,"63.43219571254389,-62.64562083074058",battery drain,False
1LRCT7SEZ2,2459030624,DEFGK,Windows,False,LTE,2025-04-02 09:50:32.905901,"-12.256919682651926,66.8067145966053",SIM switch,True
UES8W1PUJB,0956107000,UAGUN,Android,False,WiFi,2025-04-22 09:50:32.905927,"-0.5182969867220493,-56.02557970012586",reboot,False
0VZFCU2D1Q,0870108711,UUOFF,Android,True,5G,2025-04-05 09:50:32.905949,"-38.29160829499996,-171.9711769443202",battery drain,True
VFNWSFG6YW,6060428356,WYQEM,Android,True,5G,2025-04-13 09:50:32.905964,"36.09793948811449,-175.326340466738",battery drain,False
RPXRZ4CYID,6884144785,ESKMS,Android,False,LTE,2025-04-02 09:50:32.905979,"69.50211259119817,-98.19356199280493",battery drain,False
JJKVBV8SGE,7778782630,UIFKQ,Android,False,LTE,2025-03-28 09:50:32.906002,"15.205232388212707,-53.66384386279336",SIM switch,False
ZB9YYEYOCF,7050639300,OCDZJ,Android,True,LTE,2025-04-19 09:50:32.906020,"-82.88856021486149,82.03026134244334",SIM switch,False
YKEU1D0HZT,8193156688,CJPCZ,Android,False,LTE,2025-04-03 09:50:32.906035,"53.15726062043609,157.2830187717928",battery drain,True
ZMS0JK2SFS,7527531305,TVYNF,Windows,False,LTE,2025-04-23 09:50:32.906052,"87.98753328705695,-52.054227195378516",battery drain,False
0SPQXSKN71,2688905154,FCHDI,Windows,True,LTE,2025-03-28 09:50:32.906067,"-29.272699730047087,128.3792807722682",reboot,True
2DTFW94PMS,3669730436,DIZPU,Windows,True,LTE,2025-04-16 09:50:32.906082,"65.35304126821475,28.553441725257613",reboot,True
H9GBIAMAB5,6517746422,TPZLX,Android,True,5G,2025-04-15 09:50:32.906096,"6.862729978376834,146.31275710649618",reboot,True
YMNEI6Q8AY,3204805951,DQHWL,Windows,True,5G,2025-04-11 09:50:32.906111,"-50.140877770293294,60.85293505695651",reboot,True
CQXAMLH2M6,0783255153,VXHSS,Android,False,WiFi,2025-03-26 09:50:32.906125,"-57.20148607912199,173.08618592525096",reboot,True
6ADB3QY125,8601369703,DCHVS,Android,False,WiFi,2025-03-25 09:50:32.906140,"76.93998995188159,-165.11257708673168",SIM switch,True
H03FP5YLF6,3507964190,AXJFL,iOS,True,LTE,2025-04-07 09:50:32.906154,"46.0835429830299,-32.89328687340176",SIM switch,True
C21S5I701A,6888424924,GVBHQ,iOS,False,5G,2025-03-28 09:50:32.906168,"19.21164544748875,-26.764563912816044",reboot,False
5195AY16LS,8597309908,IOXHL,Android,False,LTE,2025-04-07 09:50:32.906183,"-8.13048595907486,116.97792080144092",reboot,True
WD3RA6JKCP,8869633813,ATUPW,iOS,True,LTE,2025-04-07 09:50:32.906198,"11.126453091227063,-108.1256479334154",SIM switch,True
PFRLK2EQTQ,5926728729,WIPPI,Android,True,WiFi,2025-04-04 09:50:32.906212,"-26.601934690776822,169.13101852270057",reboot,True
UTHRI6Q0R6,2236628081,MSMMQ,iOS,False,WiFi,2025-04-23 09:50:32.906226,"-80.06044855042553,-60.77408620184369",SIM switch,True
PV5LJ9R99M,7409352040,OMPYF,Android,True,5G,2025-04-01 09:50:32.906241,"-48.898050274719026,-80.95147441602266",battery drain,True
8MV8GALNCS,5612847434,KMGYP,iOS,False,LTE,2025-04-13 09:50:32.906255,"22.517568098092838,-123.902228424387",battery drain,False
D6VOT9IGK7,9920226816,AWAPA,iOS,False,LTE,2025-04-02 09:50:32.906270,"33.673617313738504,5.598969141613196",battery drain,True
OURKFWSFUA,0911462351,SOJBD,iOS,True,WiFi,2025-03-25 09:50:32.906284,"-18.831288291453816,-40.0185880853069",reboot,False
V6P9DVO7K9,6266483388,PMXNU,Windows,False,LTE,2025-04-21 09:50:32.906299,"-26.766132020059317,-55.93878406533133",reboot,True
L411RXP2RF,8032653369,TPZLN,iOS,True,5G,2025-04-17 09:50:32.906313,"1.3040518239196075,12.434048973880437",SIM switch,True
5A82C4WY4S,3275707776,LPYER,Android,False,LTE,2025-03-29 09:50:32.906327,"-51.730211692546035,89.00806508170973",battery drain,False
X3987RI2PJ,7793359624,TZQTT,iOS,False,5G,2025-04-18 09:50:32.906343,"-33.04361112882381,120.3099265320613",SIM switch,False
COGBU1EKKT,8758969060,WSNXS,Android,False,WiFi,2025-04-14 09:50:32.906357,"-39.13387709969451,42.29218629096451",battery drain,False
6RQO0IPVV5,8803232782,VPLFW,Windows,True,5G,2025-03-28 09:50:32.906371,"65.19727592472384,168.9637158951531",battery drain,False
4YEBYVXYVU,6514063417,PLGKZ,iOS,True,WiFi,2025-04-11 09:50:32.906385,"74.56860348819674,-35.026017798885704",battery drain,True
UMTQAMDJ8H,0394463891,EAMCN,Windows,True,WiFi,2025-04-17 09:50:32.906404,"60.75664816246882,-17.718806424839386",battery drain,True
0AQC79SHQ9,2540049762,DSHHG,Windows,False,5G,2025-03-25 09:50:32.906427,"-21.658522404148044,107.67984240906941",battery drain,True
3OS1TZ5W72,0950171707,TMYOW,Windows,True,5G,2025-04-06 09:50:32.906443,"-49.58694009339778,-58.12379334297967",reboot,False
5IZRLN7VJW,0827739571,AEJBN,Android,False,5G,2025-04-17 09:50:32.906458,"47.3033665470501,-21.617525079750664",SIM switch,False
9LOAEZKPCI,7279114598,NIUKY,iOS,True,LTE,2025-04-13 09:50:32.906472,"6.14291521021768,-91.0837306825361",reboot,False
3BRCNAO3VB,4376986903,EUJFC,Windows,False,5G,2025-04-02 09:50:32.906486,"-42.41311987953396,-15.852227876602",SIM switch,False
7CJSWJJ599,6579599854,MPWNG,Android,True,LTE,2025-04-22 09:50:32.906503,"17.313660837621313,130.67733335205463",reboot,False
8SMFQJ7UI4,8882165668,SUCPC,Android,False,WiFi,2025-04-07 09:50:32.906523,"75.83682694944687,-113.39683116213399",battery drain,False
VWMOSN8Y39,6572680829,OWNPN,Android,False,WiFi,2025-04-17 09:50:32.906547,"-28.674062154717433,32.78067349670769",battery drain,False
QSGI53FOKB,9844520931,UARQJ,Android,True,5G,2025-04-05 09:50:32.906562,"-42.501850798548965,86.92673890303934",reboot,True
1VHDLNN4VB,7896761019,TIZCL,Windows,True,LTE,2025-04-07 09:50:32.906577,"56.67971433530886,-104.73797903570585",reboot,False
S1FTVQVS0J,8552838415,CYWGC,Windows,True,LTE,2025-04-23 09:50:32.906591,"-34.788647315673366,115.48482769050901",reboot,False
86D9ESNLW1,4656896222,LVDCG,Android,True,LTE,2025-04-17 09:50:32.906606,"-22.062980053314874,127.10181624341317",battery drain,True
DUUH6EWEYC,7997243960,YXANP,Android,True,WiFi,2025-04-04 09:50:32.906620,"22.776256938158042,2.080350862112965",reboot,False
4IBA3X6ZLR,8433040574,WAYYK,Windows,False,LTE,2025-04-11 09:50:32.906634,"26.16371472116107,-130.2650005458894",SIM switch,True
FVDSGVFOED,5553029762,IUDAE,iOS,False,LTE,2025-04-13 09:50:32.906649,"-24.567718924279703,-6.420137505517459",reboot,True
PJ7895OVVI,4322859916,BQUSW,iOS,False,LTE,2025-04-16 09:50:32.906664,"13.806715738331704,-174.99306090908811",SIM switch,False
1660AUJWDM,9214005441,EEROJ,Android,True,WiFi,2025-04-02 09:50:32.906684,"54.12179820311485,-153.18723269893633",SIM switch,True
8WYLQT11ZY,9677015360,OQQRX,Windows,False,WiFi,2025-04-03 09:50:32.906706,"79.78191875679909,101.0958299977562",battery drain,True
FE867A3GSO,3604076708,GWXDY,iOS,True,LTE,2025-04-19 09:50:32.906722,"64.628831213408,-119.69417132357837",reboot,False
DXGMPK4C7F,9280644369,ENUIL,Windows,False,LTE,2025-04-15 09:50:32.906736,"86.78140096787547,73.9178978032437",reboot,False
H18XHHU9IY,8494962345,STIZM,Android,False,5G,2025-03-25 09:50:32.906751,"83.958941629588,-150.22647824472605",reboot,True
G0MBKEFI18,1795240970,DQJXE,Android,False,LTE,2025-04-13 09:50:32.906779,"-15.201929124619028,71.26437313724784",reboot,True
U90AU116FE,7215023764,JCKZP,iOS,False,5G,2025-03-25 09:50:32.906794,"-85.42448587444814,-164.40990951018807",reboot,True
LICEG52CJ8,3678363498,NJXRG,Windows,True,WiFi,2025-04-23 09:50:32.906808,"-33.88191072152977,-153.7543323630906",reboot,True
9FHNYLA54E,5961405164,ETUZN,iOS,False,LTE,2025-03-30 09:50:32.906822,"-44.34472240435803,82.32861562038823",battery drain,False
5U8ME1F63F,5836907017,CXPVP,Windows,False,WiFi,2025-04-21 09:50:32.906838,"12.831095578978434,-50.260985720878836",SIM switch,False
V7734RMS52,6754213082,PXUSA,Windows,True,LTE,2025-04-18 09:50:32.906864,"25.1475828148114,131.06736136262765",SIM switch,True
MVW1RH1KIC,2142544423,TBWSG,iOS,False,5G,2025-04-12 09:50:32.906880,"-29.99663079426587,110.97730808163408",battery drain,True
XPFLR4H7PN,7565106098,ZCNSH,iOS,True,LTE,2025-04-23 09:50:32.906895,"-17.473209799165275,-149.26462344839516",reboot,True
0WGU8BV34S,6953464370,UANUY,iOS,False,WiFi,2025-04-19 09:50:32.906910,"30.647939958978128,-130.64323231346515",reboot,False
Y4ZH8F1KOD,1809719932,QOEJN,Windows,False,LTE,2025-03-28 09:50:32.906925,"81.10539902108911,134.74121717456876",SIM switch,True
55806BI4YA,4562246788,KVSEA,Android,False,5G,2025-04-02 09:50:32.906939,"22.01229517132201,91.68706465143589",battery drain,True
Q1LEB75WZE,8288188213,QYQPG,Windows,True,LTE,2025-04-08 09:50:32.906954,"12.194967339307311,-92.44697301326052",SIM switch,True
DR55CFIHCF,1520867731,ISYFC,Android,False,5G,2025-04-19 09:50:32.906968,"-60.275510761302925,-163.1484574968683",battery drain,True
PUNSD4W674,3976035786,EZFII,iOS,False,5G,2025-03-29 09:50:32.906983,"8.237033344104844,69.39123762983897",battery drain,True
BS4WPXQW89,4569999964,QKPJW,iOS,True,LTE,2025-04-01 09:50:32.906998,"-12.291885894858822,-151.87677878420334",battery drain,True
15LNREKY4Y,2488030697,FJDBV,iOS,True,WiFi,2025-04-07 09:50:32.907013,"-28.451749495980017,-91.39590049393053",SIM switch,False
UZCMC0PRV9,7845080168,ULZMV,iOS,True,LTE,2025-04-11 09:50:32.907029,"86.17553705876713,42.50725268795509",SIM switch,False
UT15YBHZSI,9834362550,ITZMS,iOS,True,WiFi,2025-04-06 09:50:32.907052,"40.707047189936844,136.84135646136338",reboot,False
954UWPW3NW,1737712656,HTHJV,Android,False,LTE,2025-04-01 09:50:32.907067,"-34.22507642278885,138.6571149332397",SIM switch,True
2X42DVEM3U,9446697043,FRPXZ,iOS,True,WiFi,2025-04-05 09:50:32.907082,"-31.21307517476474,79.76098560012889",reboot,True
BC6TN8NZGD,9434460271,BBJNZ,Windows,True,WiFi,2025-04-08 09:50:32.907097,"49.311854785383815,-0.3961690732308796",SIM switch,False
J3SP5TJGZC,7938520536,WXIVU,Windows,False,5G,2025-04-12 09:50:32.907111,"-27.029629728755694,169.508275805199",SIM switch,True
AILLUWGOZ7,7829264719,OSMAC,Android,True,5G,2025-04-13 09:50:32.907126,"33.40851610116604,-141.44169902014886",battery drain,True
PLEQ4PC0QJ,6329171570,IOHUR,Windows,False,LTE,2025-04-12 09:50:32.907140,"63.74167689888674,-128.10915150472843",battery drain,False
8S10BHXCUT,6792595219,GJHNM,Android,False,LTE,2025-03-28 09:50:32.907155,"-49.50368350559992,22.806022129688756",battery drain,False
XNHWLD8OS7,4351247790,MTAVD,iOS,True,5G,2025-04-10 09:50:32.907169,"-58.82359807357941,-77.16576393438572",SIM switch,False
NY2EQKLLPL,1363331029,YFHIK,Windows,False,WiFi,2025-04-15 09:50:32.907184,"-65.13038837611126,47.52987239996628",reboot,True
HACNA3Y3FM,9493938810,PMELN,iOS,False,WiFi,2025-04-17 09:50:32.907199,"-8.667829927199165,-154.86996344197635",SIM switch,True
ISQ1J54QMN,7497790351,CRVBZ,Windows,False,LTE,2025-04-02 09:50:32.907213,"-37.20103945700577,-12.783825056506515",SIM switch,True
UMK9YM0ST7,0848524278,YIYOT,Android,True,WiFi,2025-04-02 09:50:32.907229,"0.5088505564517476,-1.7453214835487358",SIM switch,True
9DRR1L1F8S,7319402630,RFCEB,iOS,False,WiFi,2025-03-30 09:50:32.907244,"-7.064116610135201,-101.48877745457249",battery drain,False
Y79L1HGU9C,4654854736,ULMGG,Android,False,5G,2025-04-17 09:50:32.907258,"-2.633996609042555,-30.796481492583922",reboot,True
XZ44PG0PH5,5961692911,OLTMR,Windows,True,LTE,2025-04-18 09:50:32.907273,"-38.77519608737327,132.0533984501659",battery drain,True
SFRAONZJ3H,8034728786,FUBFO,Android,True,WiFi,2025-03-26 09:50:32.907288,"-70.1212621584325,132.7921384802019",reboot,False
ENXOHYPQ5U,3798830891,RMMYM,iOS,True,LTE,2025-04-02 09:50:32.907303,"-88.86727920451656,-80.34271956934339",reboot,False
F433XOWYGU,3964819310,XOSKV,Android,False,5G,2025-03-25 09:50:32.907318,"42.170470350859375,160.60027625459605",reboot,False
BFEQMBAGSB,2474029827,YWSIP,iOS,True,WiFi,2025-03-31 09:50:32.907332,"63.613892560756284,12.285393716846386",SIM switch,False
N8WQA059VA,2411617401,WLZUZ,Android,True,5G,2025-04-14 09:50:32.907346,"-53.78980118937425,13.725583695736532",reboot,True
VOZNSXPB1O,2237351783,AFMRM,iOS,True,LTE,2025-04-01 09:50:32.907361,"36.64541412919368,136.95772323889435",SIM switch,False
P6A3FQW3N6,2587558364,VDVPO,Windows,False,LTE,2025-04-11 09:50:32.907375,"66.04318474492462,-9.903696626979752",reboot,True
BGAXFG0TQF,8449228035,YRLAQ,Windows,True,5G,2025-04-19 09:50:32.907390,"38.35183535864539,62.53199290472162",reboot,True
QVC0TPE5CT,9667754823,LVMNR,iOS,True,5G,2025-04-06 09:50:32.907404,"22.96754091103321,-150.60119145298702",SIM switch,False
SCBWC9FCGW,6707099719,CQYLR,Android,True,LTE,2025-03-31 09:50:32.907419,"75.05063892592946,177.33904153743134",battery drain,False
U0ZGGS2F40,2608298056,JYBVK,Android,True,WiFi,2025-04-22 09:50:32.907434,"-27.01975530970097,43.702620921864764",battery drain,True
XE0PZDPS7A,9254157153,CRTZL,iOS,False,WiFi,2025-04-18 09:50:32.907449,"-26.556096413392027,-64.15682907759353",reboot,True
IHH9VQ2OY6,7804801096,GKRJB,iOS,True,LTE,2025-04-11 09:50:32.907463,"20.70351821944533,-8.927216159826003",reboot,False
IQYMQFWPBC,9670164097,OEZEB,iOS,True,WiFi,2025-03-25 09:50:32.907482,"76.84926371074963,126.72188808825956",battery drain,False
OJ0QDK25OS,2826045314,MBGBW,Android,True,LTE,2025-04-10 09:50:32.907507,"71.65512226677208,-126.57425565565177",SIM switch,True
