event_id,user_id,device_model,os_type,roaming_status,network_type,event_time,location,event_type,is_fraud
1e303eb5-6d72-4cbb-b72b-e4ccf7413636,6117974823052,Galaxy S22,Android 12,True,WiFi,2023-10-29 09:07:11,"-39.8976,116.5731",SIM switch,True
4a0f436d-7e87-4700-9c42-b43c5a5db165,7453157651808,iPhone 14,Android 12,True,LTE,2023-12-13 19:30:54,"49.0577,-39.2138",roaming event,True
fb70cd42-2604-4972-8548-21266d340e94,3758250651408,iPhone 14,Android 12,True,LTE,2023-02-18 10:00:58,"-83.2189,-173.3207",SIM switch,True
6c4baa58-daee-4219-85aa-9851ae981965,3544114775960,iPhone 14,iOS 16,True,5G,2023-09-20 03:46:05,"-84.2184,-167.5386",roaming event,True
0fd75bff-4fbc-4d4b-b10e-ffcf42841a27,7302977747292,Galaxy S22,Android 12,True,LTE,2023-08-31 23:22:30,"22.4152,146.8521",SIM switch,True
a50a2fa6-a708-4f95-9c97-8cc532a6e399,9326282825752,Galaxy S22,Android 12,True,LTE,2023-05-20 08:06:04,"74.7425,-95.4175",roaming event,True
2b109d08-144c-45ca-9f98-ea08df3d53f1,9033289192081,iPhone 14,Android 12,False,WiFi,2023-02-03 18:05:43,"-7.0948,58.2186",SIM switch,True
2da15adc-7f93-4eab-b97b-5b74d410760a,0486701859847,OnePlus 10,Android 12,True,5G,2023-02-01 07:35:12,"84.4348,-19.4649",roaming event,True
f940d2cc-69ee-445c-86b8-41a412412cdf,6597136598799,Pixel 6,iOS 16,False,5G,2023-03-07 14:59:12,"-49.0005,-25.0018",SIM switch,True
057971b5-0bdd-4b74-a1f2-cb5d35c13a1f,1375350898176,Pixel 6,KaiOS,True,LTE,2023-06-22 12:14:18,"-4.5915,12.0437",roaming event,True
aa835a5c-0cbb-4f8a-bb85-16f954730858,0555621834695,iPhone 14,Android 12,True,LTE,2023-05-02 09:45:02,"35.1939,83.0966",SIM switch,True
877fc1bd-e88e-4ad9-8d7a-125dd9ab34e1,7868686468836,OnePlus 10,Android 12,True,WiFi,2023-05-03 19:59:30,"74.7996,-108.8300",roaming event,True
ccf4fdcf-3aa3-41fa-ba5d-cfa8690c0531,1255680025501,Pixel 6,iOS 16,False,LTE,2023-02-21 00:48:46,"-16.8120,37.5254",SIM switch,True
cc0c7479-95c7-4f13-925e-3de6691b3575,3246004977083,OnePlus 10,Android 12,True,5G,2023-01-11 11:22:26,"65.5315,-117.5914",roaming event,True
af1bf7b5-d1f9-4275-9d6f-e1d08dde6305,5918649158391,Pixel 6,Android 12,False,5G,2023-11-04 19:34:54,"-53.0693,-9.8443",SIM switch,True
ac0d0514-93de-443f-a37f-2f6547a6e4bd,0533764073926,Galaxy S22,Android 12,True,5G,2023-07-25 18:58:13,"17.7288,97.4474",roaming event,True
a478f3ee-c8b0-4437-8421-1716aae1ace0,3052592300451,OnePlus 10,Android 12,True,LTE,2023-11-02 15:18:13,"-4.7644,-17.1088",SIM switch,True
6221c002-4ba3-460a-adac-f6839437cc45,0156931967649,iPhone 14,KaiOS,True,5G,2023-01-26 03:54:42,"11.5470,25.6996",roaming event,True
ea50aac0-d851-4b2a-9801-7e61a4c547be,9147473028549,Xiaomi 12,Android 12,False,WiFi,2023-06-06 08:00:59,"15.9789,-34.4402",SIM switch,True
b3f5d23a-8f24-4274-934f-cdeb37310cac,0130390664327,Pixel 6,KaiOS,True,LTE,2023-06-23 01:50:28,"36.4294,35.8086",roaming event,True
ec8ba600-7dc8-41db-bbb1-85366a2517ff,7556188506398,iPhone 14,Android 12,True,LTE,2023-05-02 16:16:12,"-22.1646,42.7197",SIM switch,True
024192db-bbbb-4c10-9eae-02fac27eed43,9766203063784,Xiaomi 12,iOS 16,True,WiFi,2023-08-10 15:31:25,"6.8752,-148.5400",roaming event,True
af596c71-dcc9-4ba4-b742-d6c0e7f585dd,3958223413104,OnePlus 10,Android 12,False,LTE,2023-12-15 02:06:38,"-48.7752,-146.1269",SIM switch,True
b5e3d1cc-7b01-4601-8f4e-257bfee299af,7007350925811,Galaxy S22,Android 12,True,5G,2023-10-09 02:33:54,"-60.3514,71.1197",roaming event,True
a7c03a9c-21ae-42e4-b40c-b252dd622e01,9848191561511,Galaxy S22,Android 12,True,5G,2023-01-30 14:42:05,"-84.6940,-20.3236",SIM switch,True
52f035fe-0fc5-4c8c-b51c-2556d74a26a1,4202287460104,iPhone 14,Android 12,True,WiFi,2023-07-06 03:22:04,"34.2422,141.9463",roaming event,True
0a053610-6433-48ec-98f2-c9ad65efeded,0678893176093,Pixel 6,iOS 16,True,5G,2023-07-01 18:02:35,"-58.1552,-21.7078",SIM switch,True
778f4a5d-9c5b-4962-be2c-da631497d0a6,6869792757351,OnePlus 10,iOS 16,True,WiFi,2023-07-24 18:22:25,"58.8345,-34.9673",roaming event,True
b6b626d4-8fbb-494a-aafb-e1dd8e0c903b,1287548920938,OnePlus 10,Android 12,True,LTE,2023-08-15 07:23:38,"71.4771,116.3850",SIM switch,True
31b23aa1-505f-40f2-990b-d6ffbb33f38a,7065126911543,OnePlus 10,Android 12,True,5G,2023-12-22 09:26:52,"42.1601,48.8682",roaming event,True
52e3d3f7-1e9b-4e87-a6ac-ae3e12f31e60,4893258651365,Xiaomi 12,Android 12,True,5G,2023-11-13 22:24:54,"-63.5898,-4.4399",SIM switch,True
fb2c3ae2-3f49-4e0e-890a-c7b688cf810a,9372104961267,iPhone 14,HarmonyOS,True,LTE,2023-03-21 19:44:07,"-1.4873,-68.9338",roaming event,True
06e439a1-3e3c-4554-9c0a-0ebcf4888ba6,0589577703882,Xiaomi 12,Android 12,True,5G,2023-10-04 14:26:13,"23.0043,-104.4984",SIM switch,True
9f524994-df23-409b-9555-8f5d843aec1e,2696880709726,iPhone 14,Android 12,True,LTE,2023-12-01 02:43:00,"-27.4188,112.2514",roaming event,True
29f3a2df-d2cc-4ff7-95ba-1a91fe098533,6122261171589,Xiaomi 12,Android 12,False,5G,2023-04-23 23:10:34,"-20.9493,-167.3237",SIM switch,True
9479610c-37f0-442e-a1e9-d6c69cc64d47,6253783449898,OnePlus 10,KaiOS,True,5G,2023-07-02 23:39:25,"-3.9441,-28.9210",roaming event,True
07bec19a-803d-4567-87f7-9df8198d2b3b,3172775984030,Xiaomi 12,Android 12,True,WiFi,2023-01-08 23:59:20,"9.0510,173.4885",SIM switch,True
20168f26-95f8-4a07-8bdc-33a5a98b9c5c,0337181564635,Xiaomi 12,HarmonyOS,True,LTE,2023-11-16 11:25:39,"-35.9777,62.4623",roaming event,True
52790377-160f-4469-9ae2-e45c331b4562,5097166051498,iPhone 14,Android 12,True,5G,2023-11-02 13:42:10,"12.3377,-99.2456",SIM switch,True
ff0e446d-fa53-4dfe-808b-1f7856b40fa9,9005536702841,OnePlus 10,Android 12,True,5G,2023-03-13 05:44:27,"85.8695,96.0947",roaming event,True
fd18a18a-40c4-4cc9-bd7a-0d499d6fbb0b,8045400581909,Pixel 6,Android 12,True,5G,2023-05-07 11:22:27,"12.7026,-86.4837",SIM switch,True
9892ab45-053b-4039-a9e9-46b9341d2532,1483938062549,Xiaomi 12,iOS 16,True,5G,2023-12-01 19:32:38,"-84.6394,-166.9655",roaming event,True
d02d4341-7907-4cbc-8665-8d88f4226a97,9773240560474,Pixel 6,Android 12,False,LTE,2023-12-18 12:21:57,"-36.5834,20.4587",SIM switch,True
f9d247ec-8c1d-4fa2-b12e-943fa7bf9c81,3879955355534,Galaxy S22,HarmonyOS,True,LTE,2023-10-07 17:57:32,"-21.4592,-113.9290",roaming event,True
5fd0369a-f7c6-4945-84a1-50178ff9a65d,1485508949462,Xiaomi 12,Android 12,True,WiFi,2023-08-08 15:19:57,"24.9319,40.0536",SIM switch,True
0d46945b-c358-48f9-b315-25988446793e,6484048870912,Galaxy S22,KaiOS,True,WiFi,2023-04-30 11:37:14,"-83.1521,62.1937",roaming event,True
79e97812-d078-4aa1-a2fe-1ba4fdf9b7b3,6401344476936,iPhone 14,Android 12,False,WiFi,2023-10-21 02:18:38,"31.6396,-133.4020",SIM switch,True
9d6f4dca-2eac-4532-a816-5e5e161ef24a,6690599196280,Galaxy S22,iOS 16,True,LTE,2023-04-12 12:50:43,"16.6053,-14.6393",roaming event,True
8af13afd-437a-4917-a3bb-353d4adfdbfa,7053547753964,Xiaomi 12,iOS 16,False,LTE,2023-06-06 19:18:07,"76.3190,102.9194",SIM switch,True
9e5fd8ec-9cd7-4bdf-992f-852b892c8fb4,5320949846617,Pixel 6,Android 12,True,WiFi,2023-11-07 11:06:31,"39.8298,87.4130",roaming event,True
7fea7e11-2bed-4f4f-af67-5c42f0043fb9,5758730176590,Pixel 6,iOS 16,True,LTE,2023-12-11 07:38:31,"32.0895,86.4260",SIM switch,True
5257b63f-1603-42f6-8db9-a1e1af56730b,6502967288697,OnePlus 10,iOS 16,True,5G,2023-08-27 05:30:49,"19.1549,138.5937",roaming event,True
4914090a-3723-4ec2-9098-265dfd46d143,3797152588447,iPhone 14,Android 12,True,LTE,2023-12-23 15:36:52,"-89.3340,92.1982",SIM switch,True
dd34bfa9-e4b9-4400-93a0-cd4f14d449d6,3128527749734,Pixel 6,KaiOS,True,5G,2023-11-14 19:34:08,"85.1148,132.0946",roaming event,True
6abdc120-543b-42ff-9318-5b804e1799fd,8958919560367,Galaxy S22,Android 12,False,WiFi,2023-11-28 08:34:50,"8.9495,-163.0942",SIM switch,True
85e3f2b7-7554-4a3f-92c7-7e9cf3bbd713,7016340174471,Pixel 6,HarmonyOS,True,LTE,2023-12-05 07:01:34,"62.0776,176.3277",roaming event,True
b4ab8269-9a0a-4453-886c-b3ba486f7cfa,5167329725517,Pixel 6,Android 12,False,LTE,2023-11-09 23:56:26,"-33.8646,-52.1768",SIM switch,True
8801ae14-cafd-4d88-966f-fe20130861d2,1992567662226,Xiaomi 12,KaiOS,True,LTE,2023-01-19 23:34:50,"3.4903,-141.1844",roaming event,True
3e025b14-97ad-4a8b-a80e-9a8bc58e479f,6429772065027,Galaxy S22,Android 12,False,LTE,2023-06-20 18:00:10,"-28.1806,32.8013",SIM switch,True
2b654ac1-68fe-496d-bfbe-c3cc95238817,4964707361916,iPhone 14,Android 12,True,LTE,2023-10-13 09:09:13,"-7.1101,-93.1403",roaming event,True
c77fe280-180b-4354-beae-7a0fa4a5e119,2591766040895,Pixel 6,iOS 16,False,LTE,2023-10-08 22:50:15,"-12.8839,63.5923",SIM switch,True
5d460e49-ff9e-4d20-be96-0a09e7c7ec04,9565894810703,Pixel 6,KaiOS,True,WiFi,2023-01-31 01:52:15,"18.8327,-72.2674",roaming event,True
2232ad6a-4f16-41ae-a689-ccba4249f9c4,6235771151295,Pixel 6,Android 12,False,LTE,2023-05-10 08:39:37,"-49.4574,-56.8007",SIM switch,True
a34afbf0-7541-4ae2-9e82-60783701d56f,1430119168006,Xiaomi 12,KaiOS,True,WiFi,2023-08-20 04:17:45,"-7.5214,166.8966",roaming event,True
69ba1c08-6115-469c-97bc-fb682e821124,4901879401281,Xiaomi 12,iOS 16,True,LTE,2023-05-28 01:48:28,"5.6911,-164.0679",SIM switch,True
442ad724-c6f6-43de-85c1-095fbe95225f,8341358274814,Galaxy S22,KaiOS,True,LTE,2023-05-29 09:42:18,"-57.2603,-143.3282",roaming event,True
6ab1a507-2a1b-4aec-9f31-f2adf6c158d5,9174075549911,Xiaomi 12,Android 12,False,WiFi,2023-12-01 20:52:08,"-43.8662,67.4411",SIM switch,True
2e82f510-48af-4b81-8995-09a12fb43e61,4633662287457,iPhone 14,iOS 16,True,WiFi,2023-03-26 01:14:23,"74.7425,-95.4175",roaming event,True
fe1301aa-07af-4944-9732-2614a481b503,6277135985792,Galaxy S22,iOS 16,False,5G,2023-08-10 15:20:51,"81.1941,53.2096",SIM switch,True
782f1465-65a2-4a47-bfbd-9189423bf555,5861003682122,iPhone 14,Android 12,True,LTE,2023-07-18 17:00:45,"63.2787,120.9015",roaming event,True
1eb7cd0c-99ae-4b83-8897-f33fa6c8fdcb,9495011739433,Galaxy S22,Android 12,False,LTE,2023-09-19 16:15:27,"70.1870,-97.0862",SIM switch,True
3ac34d25-c808-472c-9d45-b9d7a23f0d1d,9782053125484,Pixel 6,HarmonyOS,True,LTE,2023-08-13 11:18:00,"62.3921,139.7128",roaming event,True
58d53c62-8c92-4eb8-a32a-cd76991e2bb6,6074889368628,Pixel 6,Android 12,True,5G,2023-12-04 01:12:04,"-9.1943,-175.9817",SIM switch,True
c5e5e760-0acb-4305-b6e1-8d5f71f290f9,4448112050269,Pixel 6,HarmonyOS,True,5G,2023-08-24 10:16:37,"-51.1216,28.7807",roaming event,True
03362e27-e0d0-464c-b430-63eb633be884,3804553780546,Xiaomi 12,iOS 16,False,5G,2023-06-08 16:49:43,"-83.2189,-173.3207",SIM switch,True
84eb4649-30bd-400e-957c-d2a4474c7f61,1210911616140,OnePlus 10,KaiOS,True,WiFi,2023-01-09 02:09:48,"-45.9004,11.4548",roaming event,True
567b0f67-01ad-44c9-b0b9-eceb2c0438b1,8848623337980,Galaxy S22,iOS 16,True,LTE,2023-08-03 00:16:30,"-83.2189,-173.3207",SIM switch,True
e292ca8d-4784-426c-bbd3-b74584c9aa79,7844636342302,OnePlus 10,HarmonyOS,True,LTE,2023-04-25 21:16:15,"79.7275,118.8778",roaming event,True
2b90d848-a5be-4deb-a481-79eff0fd2a33,0373332377751,Pixel 6,iOS 16,False,WiFi,2023-03-31 11:18:51,"-76.2031,-162.6746",SIM switch,True
6012b366-823d-4111-9531-2f1deb82af85,2648842144748,Xiaomi 12,Android 12,True,WiFi,2023-01-15 10:20:46,"-13.2383,89.7926",roaming event,True
f0679efc-0059-4af6-8a56-8e487b35deee,3026300212889,Xiaomi 12,Android 12,True,5G,2023-10-09 23:46:15,"-81.3916,8.7699",SIM switch,True
61adf3a0-af1c-4f39-9807-126e23670c8f,9468848977350,Xiaomi 12,HarmonyOS,True,LTE,2023-02-16 02:26:58,"-37.3982,-119.5529",roaming event,True
e9016c15-57e7-4a02-b480-69fc698dbb87,6798428137210,iPhone 14,iOS 16,True,5G,2023-04-14 23:42:00,"-24.3469,-64.5033",SIM switch,True
65cdfd91-2b88-4e7c-8038-9c3ee5d1aa67,1475039440051,Xiaomi 12,iOS 16,True,LTE,2023-01-31 22:22:44,"37.9861,-134.1672",roaming event,True
0ed065ac-e124-44e5-a4dd-4c441041ab3d,3184098417133,OnePlus 10,Android 12,True,WiFi,2023-04-02 00:01:54,"16.6694,120.7329",SIM switch,True
9cb88c97-7c93-4997-b453-feee0d7e89a5,6617637364910,OnePlus 10,HarmonyOS,True,5G,2023-03-26 06:45:24,"-53.5041,89.8228",roaming event,True
e3d6eef9-e2a8-4635-9c75-8203476e005f,8367232581575,Xiaomi 12,Android 12,True,5G,2023-07-03 02:43:40,"-52.1497,-42.2038",SIM switch,True
10667847-417f-4b57-a246-88a7a6bc56d4,6654613502274,iPhone 14,iOS 16,True,LTE,2023-12-10 19:17:57,"-33.6883,62.4583",roaming event,True
cdf9dbe5-f01a-4b0e-9fd2-fd378114c3cb,2870817512442,Xiaomi 12,iOS 16,False,LTE,2023-10-15 01:44:28,"76.1894,14.8143",SIM switch,True
ce671844-c22d-481a-a8bd-316319576125,2102479965076,iPhone 14,Android 12,True,LTE,2023-06-08 07:24:00,"-30.5562,42.6511",roaming event,True
7ef3acc2-4c62-4b0a-8a50-5c9b463ebf52,7119134409896,Xiaomi 12,iOS 16,False,WiFi,2023-01-24 14:02:26,"-6.6389,97.1795",SIM switch,True
5dd59685-ce03-4e18-9b9a-406d995d6909,3584045131558,Galaxy S22,iOS 16,True,5G,2023-02-28 23:34:29,"-51.9134,170.9679",roaming event,True
5831fdf6-a4cb-4452-afa7-0ac7c6fbb157,4654940844398,Xiaomi 12,Android 12,False,LTE,2023-02-16 04:07:02,"-0.7743,18.5879",SIM switch,True
c41d3e97-45ef-47e4-9066-5ec8a156c556,9380573261654,iPhone 14,KaiOS,True,5G,2023-07-10 18:25:54,"83.6994,2.3824",roaming event,True
8603b190-c71c-4b53-be30-27e2d7beadb5,7583069093860,Galaxy S22,Android 12,False,WiFi,2023-09-30 02:48:14,"-18.8479,-87.4116",SIM switch,True
2930c1f3-6f97-452e-87c3-9a57ed639989,6712746679724,iPhone 14,iOS 16,True,WiFi,2023-10-17 18:24:10,"-62.1785,3.8943",roaming event,True
af5eb1d7-0a5a-4137-b55c-5e692cf08465,9519755994292,Pixel 6,Android 12,False,5G,2023-02-23 18:02:02,"79.5926,99.1502",SIM switch,True
f4c222f9-92c6-42c5-892e-4eba142e34be,6842685519650,iPhone 14,iOS 16,True,LTE,2023-07-09 21:22:02,"43.1025,-20.9974",roaming event,True
3ad58eb3-7828-43d6-bcff-5b40cf73e7c5,8996644360948,Pixel 6,Android 12,True,5G,2023-04-23 12:27:21,"-50.5832,68.4176",SIM switch,True
c67d4dca-9c85-483e-9f97-3f8d9349ef7a,6881111666381,Galaxy S22,KaiOS,True,WiFi,2023-08-08 04:06:22,"-21.2938,114.0820",roaming event,True
e887071a-688c-49f8-bc70-1cbd5c1426f2,9006363907203,Pixel 6,Android 12,True,5G,2023-01-08 09:29:12,"-77.1746,-99.9984",SIM switch,True
0cf834d9-d0db-4edf-a25a-aea4b1d99f86,8633582052638,Xiaomi 12,Android 12,True,WiFi,2023-02-22 01:02:48,"84.4348,-19.4649",roaming event,True
50f6d6d1-8d25-49d0-a05f-a76127f9613e,4024395112813,Galaxy S22,Android 12,True,5G,2023-05-16 22:27:51,"82.6951,154.3934",SIM switch,True
b8b5497d-eaf5-45d5-afa3-739bda00ef4b,4228218223453,Xiaomi 12,Android 12,True,WiFi,2023-12-29 19:32:07,"43.3237,115.1869",roaming event,True
64bd044f-1d6e-4569-8ec5-276c20af13ce,0685487226165,OnePlus 10,Android 12,True,LTE,2023-04-29 15:29:16,"-18.9125,-132.6495",SIM switch,True
34829524-5fe3-41ea-8bed-3f795fb806d5,8778340820090,Galaxy S22,iOS 16,True,5G,2023-04-27 05:03:45,"85.8695,96.0947",roaming event,True
4ce54e56-3413-4863-964a-75b5cd133c73,6867112469224,Xiaomi 12,Android 12,True,5G,2023-04-22 22:04:21,"79.9838,70.9858",SIM switch,True
54083168-14d8-4d58-ba88-49d1e59d3c16,7274981598506,Pixel 6,KaiOS,True,5G,2023-12-29 01:56:56,"20.7256,6.3917",roaming event,True
aeb08e42-8b40-4b07-98f0-54921986c5a9,1173811179866,iPhone 14,Android 12,True,WiFi,2023-06-02 08:16:59,"24.4459,141.2817",SIM switch,True
0a0b4380-75cb-4ef1-a1c1-e4b0181ddc67,9281797899549,Galaxy S22,KaiOS,True,WiFi,2023-03-16 10:15:51,"84.5330,-105.8133",roaming event,True
fda4f20d-0a9b-4665-9927-a7a2da8a7efd,9933956941458,iPhone 14,Android 12,False,5G,2023-11-03 12:49:43,"-0.6175,-152.5339",SIM switch,True
1f6e06dc-d1cd-4524-a67a-37fb60d8bd6b,2396982651376,Xiaomi 12,Android 12,True,WiFi,2023-06-06 12:06:56,"-70.0260,-135.0161",roaming event,True
ea2a4acd-e097-45b1-bd81-c3e712c9c1ee,5873489723861,iPhone 14,Android 12,True,LTE,2023-08-14 20:29:34,"-69.5461,-124.5010",SIM switch,True
35cecbb2-3ec9-44fb-8145-3a652136b428,2417920798050,OnePlus 10,HarmonyOS,True,WiFi,2023-02-26 07:07:40,"86.5195,110.9245",roaming event,True
9d0c4731-7a7f-4621-a908-3e99edf100e3,3814047116758,Galaxy S22,Android 12,False,LTE,2023-09-04 22:16:48,"19.3238,155.0078",SIM switch,True
c5d9d9ea-a7d0-467b-9d55-87c5f7c64ec9,3289228338079,OnePlus 10,iOS 16,True,LTE,2023-11-03 21:39:16,"-0.1368,109.7324",roaming event,True
04b84ed5-802f-4116-addc-318763ff82ce,3043188093329,Galaxy S22,iOS 16,False,WiFi,2023-03-13 16:12:42,"-36.3263,70.6558",SIM switch,True
2d06956f-4584-4ccb-8516-100c2a5360af,1899034399703,Galaxy S22,Android 12,True,LTE,2023-04-13 17:59:05,"-69.9164,74.8015",roaming event,True
b1eb5a9e-1691-4a02-b4a7-41d8cf24d087,2756727882955,Xiaomi 12,Android 12,False,5G,2023-03-12 20:05:27,"-65.1659,22.7302",SIM switch,True
b721f6f5-2ceb-4748-af60-a5f1504cf6c6,4808564570201,iPhone 14,Android 12,True,5G,2023-11-11 14:46:57,"-30.9684,74.3624",roaming event,True
822f2574-d91a-4daa-92a2-39a9b2113d94,0202261842133,iPhone 14,Android 12,True,WiFi,2023-12-24 21:50:04,"83.2315,48.3906",SIM switch,True
3b84b7ca-f0c9-4fc7-9303-f7c5f768022b,4418778923867,OnePlus 10,Android 12,True,LTE,2023-05-14 00:40:26,"23.5973,111.9510",roaming event,True
40e44d05-d0f6-4e32-8ebc-fa4a84a3d052,8793670590002,OnePlus 10,Android 12,False,LTE,2023-02-28 19:01:05,"-45.8872,79.1785",SIM switch,True
fdb6e31a-28a7-449b-bdf9-006fed903c2d,7055804747223,Xiaomi 12,HarmonyOS,True,WiFi,2023-12-03 19:35:28,"-53.2062,81.7590",roaming event,True
ca811c37-0641-4787-aa9e-4bfbe4750bf7,3747530772541,iPhone 14,Android 12,False,5G,2023-08-18 16:02:32,"69.3795,13.8055",SIM switch,True
d4f027d7-da3a-4e0f-a8c0-9619508ab402,0282413001435,Xiaomi 12,Android 12,True,LTE,2023-02-21 16:07:08,"43.3237,115.1869",roaming event,True
82b7203b-cb34-4deb-b232-e888551cddd8,5780891504965,Pixel 6,Android 12,False,5G,2023-03-12 21:55:30,"-24.5735,-67.7496",SIM switch,True
61c3f466-0937-414d-975e-76d372d885a6,5323600110503,Xiaomi 12,Android 12,True,LTE,2023-03-26 14:58:01,"62.3921,139.7128",roaming event,True
252c52e4-3f78-40f3-befd-4cde9061ee38,6744235906171,iPhone 14,Android 12,False,5G,2023-04-25 04:09:07,"-67.4514,-77.1441",SIM switch,True
5bdad86e-1b3f-4814-8a99-0d2db26354ca,5069347288407,iPhone 14,KaiOS,True,WiFi,2023-10-11 10:50:46,"-55.6336,92.8131",roaming event,True
b0a5f186-38a5-4b01-8815-f44a0414a879,6609262204391,Pixel 6,Android 12,False,LTE,2023-08-06 17:48:48,"45.0589,80.4546",SIM switch,True
2ea05d66-0808-4565-9146-dbfe95a16b9c,6794730775156,Xiaomi 12,iOS 16,True,5G,2023-07-06 14:56:20,"-62.4675,123.5953",roaming event,True
70b458aa-599b-471f-8072-bab39033b0a8,8056936379664,Pixel 6,Android 12,False,WiFi,2023-01-05 14:25:07,"-57.5292,-137.0290",SIM switch,True
f49e7f66-77fd-40b3-ba63-69c7cd91db07,8384860734530,Galaxy S22,iOS 16,True,WiFi,2023-12-25 18:04:45,"-28.1806,32.8013",roaming event,True
da02e582-dbc0-4437-8225-b5e96a618ee8,0766175096744,Pixel 6,iOS 16,True,5G,2023-02-14 12:07:41,"4.7235,-12.1635",SIM switch,True
270f9442-b8dd-466d-a81b-37bd1010e54c,2152452049974,Pixel 6,HarmonyOS,True,LTE,2023-02-26 10:23:55,"1.8904,-177.9744",roaming event,True
fc8fd4a8-4bba-41d6-8acc-336146a3b4c6,7297439826260,Galaxy S22,Android 12,True,WiFi,2023-12-01 23:48:20,"37.7658,163.4068",SIM switch,True
