user_id,timestamp,domain,ip_dst,port,protocol,duration,bytes_sent,bytes_received,vpn_usage,is_fraud
6476013259376,2023-07-19 01:17:56,darkmsg.io,148.28.227.192,9050,TCP,223,3430,312,True,True
6485066867599,2023-03-05 06:30:02,socialapp.io,145.80.222.34,443,UDP,1,326,308,False,True
6157537964610,2023-10-05 02:54:48,darkmsg.io,25.191.166.189,9050,UDP,223,1131,4295,True,True
7293913785274,2023-06-25 03:51:04,onion.hidden,41.143.151.167,443,UDP,2,399,173,False,True
8951517935082,2023-10-28 01:41:28,onion.hidden,8.143.80.71,6667,TCP,215,2724,8891,True,True
3340122111854,2023-03-15 14:09:09,socialapp.io,185.236.15.238,80,TCP,2,360,86,False,True
7654760638972,2023-08-16 02:18:19,onion.hidden,99.101.139.223,9050,UDP,111,12848,7835,True,True
7917407898594,2023-07-27 18:22:44,onion.hidden,15.148.32.154,443,TCP,4,30,133,False,True
0406330943228,2023-09-03 02:22:48,onion.hidden,111.175.13.179,6667,UDP,90,16647,5237,True,True
9336724453197,2023-08-19 05:28:50,socialapp.io,200.53.58.41,53,UDP,5,374,179,False,True
9245910319849,2023-01-12 03:26:59,onion.hidden,133.219.49.167,9050,UDP,182,19446,14873,True,True
6959103343721,2023-01-07 13:08:22,onion.hidden,183.83.240.104,80,TCP,1,321,429,False,True
4823191145846,2023-12-20 03:16:54,darkmsg.io,146.180.225.109,6667,UDP,173,19931,9433,True,True
3993377822690,2023-06-10 20:40:47,fileshare.cc,107.10.202.243,80,TCP,1,414,124,True,True
0001599697507,2023-04-30 01:49:50,darkmsg.io,118.42.19.72,6667,TCP,125,10156,10645,True,True
3826726522261,2023-05-04 18:34:14,vpnservice.net,52.171.10.33,80,TCP,1,388,225,False,True
8465258166376,2023-06-17 03:35:35,darkmsg.io,142.230.160.137,6667,TCP,132,13578,23588,True,True
0642320617196,2023-12-15 16:12:41,fileshare.cc,160.191.255.32,53,TCP,5,129,367,True,True
8670022670902,2023-04-29 01:03:15,onion.hidden,31.54.185.96,9050,UDP,159,2866,11054,True,True
1521777472163,2023-03-18 01:11:16,socialapp.io,23.7.166.78,80,UDP,4,110,220,False,True
5920466560816,2023-05-03 03:51:53,darkmsg.io,15.148.32.154,9050,TCP,290,6678,16966,True,True
5960704608312,2023-08-22 06:52:46,fileshare.cc,45.72.206.227,53,UDP,1,221,224,True,True
3381131375826,2023-01-23 01:36:05,darkmsg.io,90.71.97.143,9050,TCP,251,7069,10854,True,True
5685426708984,2023-09-12 21:11:04,fileshare.cc,149.21.250.224,80,TCP,3,26,496,False,True
9636100476272,2023-03-15 01:01:05,onion.hidden,14.58.195.179,9050,TCP,119,2919,7767,True,True
8233867665411,2023-12-14 01:21:42,example.com,86.3.31.111,53,TCP,2,166,394,True,True
9041495853640,2023-07-23 02:38:17,darkmsg.io,160.31.1.233,6667,UDP,300,4490,15354,True,True
5258320319348,2023-12-30 07:53:53,onion.hidden,44.251.165.162,53,TCP,1,367,35,False,True
4399321050096,2023-10-03 01:46:16,onion.hidden,91.2.11.164,9050,UDP,241,11563,23791,True,True
1216437568761,2023-10-17 23:32:06,news.org,106.124.99.217,443,TCP,5,258,48,False,True
8830027771485,2023-10-13 03:03:09,onion.hidden,208.220.103.198,9050,UDP,294,5124,2262,True,True
3763234063592,2023-06-11 13:19:26,fileshare.cc,149.103.97.143,53,TCP,4,289,222,True,True
1535731175469,2023-05-27 01:32:24,onion.hidden,89.31.174.155,6667,TCP,186,13229,12267,True,True
8521481023930,2023-04-03 06:35:13,example.com,61.205.233.25,443,TCP,5,472,20,True,True
7530994647900,2023-08-11 02:30:51,onion.hidden,148.28.227.192,9050,UDP,251,7368,12255,True,True
5006481032813,2023-07-05 05:46:21,news.org,17.118.181.228,443,UDP,3,376,15,True,True
1603375977556,2023-06-25 02:56:42,darkmsg.io,173.14.101.187,6667,TCP,161,19058,22138,True,True
0599337613647,2023-10-26 14:19:08,onion.hidden,76.236.142.159,443,TCP,4,405,394,True,True
0787174462656,2023-05-21 03:19:24,onion.hidden,150.236.89.13,9050,UDP,97,11363,1576,True,True
4894960576635,2023-09-05 08:25:31,vpnservice.net,48.156.85.194,80,UDP,4,226,67,True,True
5050903714774,2023-03-23 01:48:13,onion.hidden,178.187.34.134,9050,TCP,91,3848,20980,True,True
0111141994166,2023-02-06 09:24:17,example.com,32.126.248.241,443,UDP,1,19,478,True,True
7320693408876,2023-11-14 03:40:43,onion.hidden,142.179.127.92,6667,UDP,241,15726,6803,True,True
4321145420247,2023-01-13 13:00:55,socialapp.io,137.69.34.206,443,TCP,1,185,220,False,True
0416720479234,2023-09-25 01:00:01,darkmsg.io,113.168.201.1,9050,TCP,103,11173,6220,True,True
1487005994889,2023-01-25 18:00:02,vpnservice.net,168.4.43.143,80,UDP,5,137,472,False,True
7377309362203,2023-09-01 02:46:30,darkmsg.io,182.188.38.19,9050,UDP,280,1022,16161,True,True
6286740021120,2023-12-13 23:24:12,fileshare.cc,217.253.244.48,80,UDP,1,19,433,False,True
5650022456502,2023-12-21 02:54:19,onion.hidden,7.79.71.109,6667,UDP,196,14888,8302,True,True
7189844426611,2023-03-11 19:21:58,example.com,86.3.31.111,443,TCP,3,112,424,False,True
5665736437545,2023-11-24 02:10:23,onion.hidden,6.126.202.10,6667,TCP,23,19545,7736,True,True
7627621461893,2023-01-02 16:23:41,news.org,106.197.43.108,443,UDP,2,224,315,False,True
9860859494369,2023-11-02 02:27:50,onion.hidden,114.160.72.221,9050,TCP,46,12340,12296,True,True
1798856098408,2023-10-07 05:42:08,onion.hidden,33.152.74.122,80,UDP,3,353,391,False,True
6548762528652,2023-11-07 02:20:02,onion.hidden,28.59.154.7,6667,UDP,59,14822,936,True,True
9998216470753,2023-09-15 08:18:26,example.com,191.153.237.74,443,UDP,4,249,444,True,True
5680439741658,2023-11-30 02:52:59,darkmsg.io,56.173.3.20,9050,UDP,260,4893,24910,True,True
8083716414237,2023-09-04 10:06:15,fileshare.cc,60.230.209.19,53,UDP,1,116,361,True,True
6392818959235,2023-07-22 03:46:07,darkmsg.io,132.2.82.93,9050,TCP,149,9943,17993,True,True
7331274961685,2023-01-17 08:44:21,vpnservice.net,11.131.37.204,80,UDP,4,432,398,False,True
7766423378626,2023-04-18 02:40:13,onion.hidden,177.224.250.20,9050,UDP,267,12377,15437,True,True
2169568274464,2023-03-23 08:31:48,example.com,219.178.171.203,80,TCP,2,369,448,True,True
6467438846089,2023-02-02 02:57:59,onion.hidden,182.188.38.19,9050,UDP,228,9760,15624,True,True
9140742578897,2023-03-24 14:45:33,vpnservice.net,76.207.188.138,53,TCP,5,414,313,False,True
3237097132846,2023-07-01 03:33:17,darkmsg.io,86.3.31.111,9050,UDP,294,17432,3673,True,True
2069509059100,2023-09-22 07:00:13,vpnservice.net,10.248.255.24,53,UDP,1,21,204,False,True
3708446781202,2023-09-08 02:05:01,onion.hidden,135.130.229.203,6667,TCP,276,2571,585,True,True
2938065677753,2023-03-22 13:36:08,onion.hidden,155.89.137.49,53,UDP,5,339,87,False,True
3769191801588,2023-01-19 01:15:03,darkmsg.io,90.183.115.52,9050,TCP,16,15628,9292,True,True
3373010639389,2023-12-15 22:15:52,socialapp.io,128.6.105.101,443,TCP,1,58,488,False,True
5610169754202,2023-11-02 03:07:18,darkmsg.io,32.92.236.187,6667,TCP,10,13309,5727,True,True
2508434755167,2023-11-26 11:29:22,news.org,218.77.119.85,443,UDP,5,226,251,False,True
7571897812572,2023-04-07 01:45:33,darkmsg.io,48.86.204.94,6667,UDP,169,2956,18084,True,True
7933450202833,2023-10-22 11:32:11,vpnservice.net,102.73.254.116,80,UDP,2,267,380,False,True
5669895755732,2023-04-05 02:10:42,onion.hidden,23.7.166.78,9050,TCP,71,15743,17120,True,True
4163950525631,2023-11-11 18:05:27,vpnservice.net,41.169.66.53,443,UDP,5,458,164,True,True
8748399702607,2023-07-30 01:25:46,darkmsg.io,34.144.249.139,6667,UDP,74,14750,1170,True,True
9667774710728,2023-03-13 08:51:14,onion.hidden,89.158.254.114,53,TCP,2,424,407,False,True
2421675004625,2023-10-26 02:57:37,onion.hidden,168.242.66.238,9050,UDP,99,7739,10159,True,True
9974013230234,2023-03-29 04:22:04,vpnservice.net,74.188.152.133,53,UDP,4,70,431,False,True
5486305370534,2023-12-28 01:27:25,onion.hidden,63.226.1.42,6667,TCP,137,16863,20304,True,True
0394166301443,2023-07-25 04:35:43,example.com,48.108.39.66,443,UDP,4,448,379,False,True
9661393320904,2023-12-02 02:11:55,darkmsg.io,216.235.104.34,6667,UDP,290,7085,21585,True,True
2248017969897,2023-03-22 06:10:24,onion.hidden,55.8.58.158,443,TCP,4,434,57,True,True
9414961565849,2023-06-23 01:53:40,darkmsg.io,206.43.150.138,9050,TCP,227,4936,19586,True,True
0799965876006,2023-11-22 21:28:44,onion.hidden,47.152.131.198,53,TCP,2,266,283,False,True
3226082916045,2023-02-22 01:48:18,darkmsg.io,107.71.95.87,9050,TCP,167,9421,17737,True,True
2275136111114,2023-08-04 07:38:28,socialapp.io,223.190.131.94,53,UDP,1,124,487,False,True
0830368824405,2023-06-01 03:10:15,darkmsg.io,199.106.92.128,9050,TCP,29,11535,17917,True,True
2729530281276,2023-05-04 00:29:29,example.com,151.80.234.188,80,UDP,4,398,215,True,True
5406535168087,2023-01-22 03:53:06,onion.hidden,100.33.73.210,9050,TCP,12,5838,20303,True,True
9621580105962,2023-05-20 00:12:26,fileshare.cc,153.104.165.60,53,TCP,4,103,26,True,True
3017951447800,2023-03-21 02:15:54,onion.hidden,215.246.86.2,6667,TCP,35,15444,18085,True,True
3045802900736,2023-01-28 17:55:32,vpnservice.net,16.224.179.61,443,UDP,2,457,94,True,True
5102266920495,2023-04-08 01:58:41,darkmsg.io,134.139.142.119,6667,TCP,116,2182,19983,True,True
6812017434241,2023-09-01 09:55:08,vpnservice.net,112.193.19.56,80,TCP,3,217,174,True,True
0312575636852,2023-07-24 02:25:56,darkmsg.io,16.224.179.61,6667,TCP,63,8550,12338,True,True
0522020230692,2023-10-13 13:36:19,vpnservice.net,32.56.48.248,443,UDP,3,406,75,False,True
9942135957751,2023-04-04 02:41:45,darkmsg.io,159.60.213.44,9050,TCP,273,12655,23174,True,True
8051515168651,2023-10-14 21:25:13,example.com,121.39.136.127,80,UDP,3,57,326,False,True
4060666605431,2023-05-16 03:30:10,darkmsg.io,41.89.192.251,9050,UDP,241,3904,23588,True,True
1895223070531,2023-11-08 02:53:51,example.com,12.87.190.249,53,UDP,2,122,133,False,True
8023761562197,2023-03-02 03:20:19,darkmsg.io,41.143.151.167,6667,UDP,244,15713,2390,True,True
1035804611929,2023-11-10 03:57:32,vpnservice.net,187.251.152.245,443,UDP,1,137,81,True,True
2530399058591,2023-04-21 02:01:05,darkmsg.io,29.168.138.1,6667,TCP,293,19889,21898,True,True
9580528298758,2023-01-29 11:20:27,example.com,144.8.123.102,53,TCP,2,332,344,True,True
0209722412169,2023-03-04 02:17:51,darkmsg.io,49.145.131.243,9050,UDP,218,464,22284,True,True
4009145259436,2023-03-15 04:23:06,news.org,177.132.66.161,80,TCP,2,114,426,True,True
0646678903450,2023-05-29 02:45:16,darkmsg.io,21.69.33.237,9050,UDP,210,14107,11341,True,True
3843233762828,2023-12-24 08:02:46,news.org,222.169.43.163,53,UDP,2,386,65,False,True
4471990451584,2023-03-21 01:26:34,onion.hidden,197.170.219.78,9050,TCP,291,14299,4735,True,True
3856748488482,2023-03-09 23:05:31,vpnservice.net,213.218.115.14,443,TCP,5,63,112,False,True
1209370690949,2023-08-04 02:21:28,darkmsg.io,97.94.91.61,9050,TCP,285,9289,6216,True,True
8611795832865,2023-04-15 09:14:16,example.com,57.28.93.122,80,UDP,5,452,377,True,True
9510557496664,2023-04-15 03:25:57,darkmsg.io,187.251.152.245,9050,UDP,106,18493,5411,True,True
3510220027530,2023-10-29 17:16:35,news.org,173.38.53.254,80,UDP,1,238,383,True,True
7459399385123,2023-03-15 02:54:42,onion.hidden,160.74.140.164,9050,UDP,87,5458,20973,True,True
1260604607322,2023-04-18 13:42:01,onion.hidden,35.9.31.159,53,TCP,4,100,341,True,True
0205552859763,2023-07-25 03:45:25,onion.hidden,207.24.42.101,9050,TCP,190,10486,11686,True,True
2429440166941,2023-10-13 05:10:16,news.org,222.82.170.82,443,TCP,1,39,253,True,True
7689557573020,2023-10-05 02:39:16,onion.hidden,214.103.148.23,6667,UDP,37,17972,6342,True,True
3892904306978,2023-12-23 18:11:34,socialapp.io,105.114.137.23,53,TCP,2,493,281,True,True
7108511494202,2023-11-30 02:15:53,onion.hidden,44.251.165.162,9050,TCP,53,19531,17691,True,True
9742964219964,2023-03-14 19:28:25,news.org,120.209.23.233,80,TCP,5,130,50,False,True
5866476371730,2023-08-20 01:57:00,darkmsg.io,44.251.165.162,9050,TCP,107,6292,8892,True,True
9258724134558,2023-06-30 11:11:30,fileshare.cc,95.215.28.177,80,TCP,2,69,206,True,True
3238116674881,2023-01-11 02:15:10,darkmsg.io,94.145.210.166,6667,TCP,62,1757,14836,True,True
6453184899180,2023-10-24 14:12:38,vpnservice.net,69.148.248.101,443,UDP,2,142,437,True,True
0154663929783,2023-02-27 03:08:06,onion.hidden,89.31.174.155,9050,TCP,236,7811,15381,True,True
1267187049987,2023-08-22 16:44:39,vpnservice.net,218.61.174.182,443,UDP,2,52,329,True,True
4082918284311,2023-07-27 03:37:23,onion.hidden,155.108.19.176,6667,UDP,298,12772,16669,True,True
0962527606700,2023-11-16 15:38:02,vpnservice.net,112.189.33.150,443,UDP,2,70,402,True,True
1666162706679,2023-03-14 02:46:20,darkmsg.io,157.128.19.175,9050,UDP,243,14710,16187,True,True
3803221192133,2023-12-27 02:33:39,socialapp.io,53.249.158.119,443,UDP,5,236,191,False,True
3118295374701,2023-08-22 02:29:31,onion.hidden,181.83.2.46,6667,UDP,72,11374,22818,True,True
8482669710388,2023-07-12 23:42:48,news.org,198.55.142.161,53,TCP,5,376,137,False,True
8921301309066,2023-06-29 02:57:31,darkmsg.io,140.117.224.123,9050,TCP,99,446,9938,True,True
2224732997233,2023-03-20 16:24:21,news.org,170.136.78.144,53,TCP,5,15,273,False,True
0301372951383,2023-01-22 02:41:40,darkmsg.io,173.105.225.79,6667,TCP,124,2513,3950,True,True
8524376914426,2023-07-16 18:29:33,onion.hidden,51.153.147.129,53,UDP,1,78,477,True,True
9506852828445,2023-02-06 02:20:26,darkmsg.io,131.26.110.102,9050,UDP,105,13804,13168,True,True
0688262083834,2023-11-11 05:37:31,fileshare.cc,70.226.194.174,53,UDP,3,186,76,False,True
4053681727355,2023-11-12 01:36:07,onion.hidden,106.124.99.217,6667,TCP,11,14110,3110,True,True
7496555592728,2023-12-30 17:16:39,news.org,22.246.25.69,443,TCP,5,326,181,False,True
4872170267278,2023-10-29 03:56:07,darkmsg.io,160.31.1.233,9050,TCP,123,13756,7178,True,True
3397448175062,2023-01-26 09:27:42,onion.hidden,51.117.129.179,443,UDP,3,374,454,False,True
2412318058266,2023-11-30 02:11:03,darkmsg.io,52.171.10.33,6667,UDP,203,18790,13021,True,True
0874120266266,2023-07-21 14:16:56,fileshare.cc,97.19.99.190,53,UDP,5,130,201,False,True
3910697711143,2023-08-01 03:08:48,darkmsg.io,151.22.84.217,6667,TCP,279,19382,15215,True,True
5677524012832,2023-11-04 03:48:43,news.org,55.253.180.233,443,UDP,4,294,169,True,True
1990357102175,2023-08-31 03:21:16,onion.hidden,201.25.167.57,6667,UDP,118,3479,3020,True,True
8842081028825,2023-04-02 13:42:21,socialapp.io,28.59.154.7,443,TCP,3,350,242,True,True
8705001324852,2023-05-27 02:58:07,darkmsg.io,139.201.208.32,6667,UDP,288,584,10303,True,True
9685530786537,2023-05-06 13:30:26,vpnservice.net,81.4.2.149,80,UDP,4,398,481,False,True
4974356892756,2023-11-20 02:45:04,onion.hidden,74.105.26.228,9050,UDP,135,10962,22792,True,True
4445541147548,2023-07-01 08:28:39,example.com,188.0.239.240,80,TCP,3,101,343,True,True
0608065498629,2023-07-30 01:48:18,onion.hidden,161.143.194.233,9050,UDP,112,7322,23518,True,True
7811319029551,2023-07-31 10:43:30,fileshare.cc,3.225.106.79,53,TCP,5,321,113,False,True
4818337466199,2023-12-22 03:39:45,darkmsg.io,101.106.19.143,9050,UDP,71,9063,7899,True,True
0678507479792,2023-04-08 08:08:56,example.com,152.241.69.253,53,TCP,3,65,30,False,True
0414761245873,2023-04-13 01:37:54,darkmsg.io,81.177.88.251,9050,UDP,137,5856,12224,True,True
5373228531420,2023-01-07 09:43:51,news.org,41.217.65.234,443,UDP,5,154,105,False,True
8665642301896,2023-09-18 02:34:53,darkmsg.io,90.137.134.126,9050,UDP,94,5103,10502,True,True
1912886661741,2023-09-26 06:26:44,example.com,104.247.123.69,80,TCP,1,23,283,False,True
1405744321931,2023-02-20 03:25:08,darkmsg.io,128.141.110.80,6667,TCP,44,19574,1489,True,True
1369628614611,2023-09-18 19:23:30,example.com,178.4.162.103,53,UDP,3,56,13,False,True
2387313246858,2023-02-16 02:24:38,onion.hidden,222.126.86.166,9050,UDP,28,4410,24468,True,True
9956330162875,2023-08-16 23:32:21,socialapp.io,4.168.205.128,443,TCP,1,455,299,True,True
4948474201375,2023-09-14 03:31:37,darkmsg.io,206.153.234.53,9050,TCP,48,11464,12921,True,True
3708583160979,2023-07-29 17:33:59,news.org,222.126.86.166,443,TCP,3,293,21,True,True
5687285921174,2023-06-17 03:20:35,onion.hidden,161.143.194.233,6667,UDP,150,6544,15776,True,True
8912635729680,2023-01-30 23:30:31,example.com,195.54.210.182,80,UDP,1,269,76,True,True
3471915421797,2023-09-04 03:50:29,onion.hidden,101.192.246.176,9050,UDP,250,3624,24642,True,True
3165644138991,2023-09-12 02:14:41,fileshare.cc,122.237.243.146,443,UDP,5,385,489,True,True
4981617861551,2023-10-28 02:14:56,onion.hidden,131.28.56.114,9050,TCP,230,3075,15324,True,True
7594232051861,2023-07-01 23:36:05,fileshare.cc,39.7.158.255,443,UDP,2,498,331,False,True
0242110211265,2023-12-07 02:12:33,onion.hidden,42.102.164.143,9050,TCP,166,8133,20800,True,True
2270653340170,2023-06-18 21:52:32,example.com,53.47.13.239,80,UDP,2,460,267,False,True
2683478086966,2023-10-21 02:26:52,onion.hidden,32.255.219.236,9050,UDP,207,8281,20977,True,True
2469516498980,2023-07-28 23:32:58,example.com,84.106.118.97,443,TCP,3,383,28,True,True
8667661645176,2023-04-18 02:17:31,darkmsg.io,126.152.184.245,6667,TCP,46,15580,24693,True,True
1957946893323,2023-11-03 03:32:42,news.org,21.22.30.147,53,UDP,3,202,329,True,True
9101760006127,2023-05-26 02:20:50,darkmsg.io,216.235.104.34,6667,UDP,113,3112,24797,True,True
0001493940374,2023-02-22 02:36:45,vpnservice.net,98.119.184.92,80,UDP,5,278,106,True,True
4209365365766,2023-08-04 01:24:02,darkmsg.io,89.39.196.245,9050,TCP,92,19255,2188,True,True
1448118732102,2023-10-09 02:49:26,socialapp.io,60.229.45.174,80,TCP,1,19,437,False,True
8599711571516,2023-10-15 02:02:13,onion.hidden,160.233.3.233,9050,UDP,227,13046,23683,True,True
6572781303255,2023-01-28 05:06:03,vpnservice.net,89.252.178.171,53,TCP,3,136,198,False,True
9116814336723,2023-09-02 01:26:12,onion.hidden,213.80.211.20,6667,UDP,243,3641,24119,True,True
8651595119060,2023-04-22 06:36:10,example.com,52.171.10.33,53,UDP,2,429,317,True,True
9891327362095,2023-04-10 01:57:12,onion.hidden,217.27.45.113,6667,TCP,199,5900,16160,True,True
9241123555761,2023-03-25 16:34:28,example.com,95.215.28.177,53,UDP,3,250,349,False,True
9839220272142,2023-11-13 02:26:34,darkmsg.io,112.246.147.184,6667,UDP,100,14147,6296,True,True
8245625873332,2023-10-17 08:12:06,example.com,212.152.155.44,80,UDP,1,41,269,False,True
4120048066593,2023-10-01 02:24:24,darkmsg.io,55.253.180.233,9050,UDP,152,4888,6968,True,True
9859106674529,2023-06-13 01:33:22,example.com,118.104.117.45,53,TCP,2,433,143,False,True
6255268274556,2023-03-07 01:12:38,onion.hidden,16.229.70.10,6667,TCP,271,16883,4451,True,True
3824279865907,2023-08-19 20:31:54,onion.hidden,191.123.217.8,443,UDP,2,471,392,True,True
9253384143073,2023-11-27 02:16:38,onion.hidden,7.141.184.21,9050,TCP,117,12174,22756,True,True
2553967481528,2023-02-02 05:39:52,onion.hidden,8.75.182.46,443,UDP,5,314,392,True,True
2607451735161,2023-03-04 01:53:09,onion.hidden,197.170.219.78,9050,UDP,265,4902,1360,True,True
2870332293393,2023-07-18 23:06:08,example.com,32.152.124.44,80,TCP,1,425,409,True,True
7123343014481,2023-09-30 01:20:50,onion.hidden,79.171.89.21,6667,TCP,54,18708,22698,True,True
1040891520859,2023-05-05 12:49:22,fileshare.cc,90.183.115.52,80,UDP,5,400,285,False,True
8642570357328,2023-07-26 01:56:36,onion.hidden,171.85.41.193,6667,TCP,286,6886,11317,True,True
3902868033519,2023-01-17 15:01:47,vpnservice.net,132.243.179.94,80,TCP,2,500,150,False,True
2373732153995,2023-12-01 03:05:02,darkmsg.io,84.17.200.125,6667,TCP,295,19736,14455,True,True
5602242310610,2023-10-10 06:50:22,socialapp.io,118.104.117.45,80,UDP,3,303,245,True,True
6035682998368,2023-06-03 03:04:38,darkmsg.io,115.61.162.137,9050,UDP,241,7830,234,True,True
7943589825218,2023-06-20 16:42:55,fileshare.cc,215.191.163.14,80,TCP,4,365,50,False,True
2276037407450,2023-12-30 01:29:15,onion.hidden,207.101.223.216,6667,UDP,131,979,7601,True,True
6416287903627,2023-04-10 10:05:00,news.org,192.253.251.238,443,TCP,5,312,480,True,True
8962603491665,2023-11-04 03:46:08,darkmsg.io,213.80.211.20,6667,UDP,30,5329,17636,True,True
0455252155105,2023-02-17 07:06:42,vpnservice.net,141.88.134.121,80,TCP,1,130,115,False,True
0280686922806,2023-11-30 03:40:41,darkmsg.io,209.4.77.168,9050,TCP,290,16685,10553,True,True
7823772617654,2023-07-22 21:16:45,fileshare.cc,6.126.202.10,53,TCP,4,45,319,True,True
3608194041386,2023-07-11 01:34:56,darkmsg.io,120.2.25.139,6667,UDP,151,15221,21060,True,True
4058812318813,2023-09-15 01:09:40,example.com,63.207.48.144,443,TCP,2,154,82,True,True
6125145630251,2023-09-22 02:13:42,darkmsg.io,105.114.137.23,9050,UDP,208,14100,17630,True,True
5045901772909,2023-04-01 03:41:25,fileshare.cc,14.27.135.114,443,UDP,3,328,458,True,True
2942465431605,2023-02-08 02:50:08,darkmsg.io,17.27.246.26,9050,TCP,133,17591,17710,True,True
5561780216624,2023-01-14 18:36:09,vpnservice.net,3.225.106.79,53,TCP,3,202,427,False,True
5634521466715,2023-11-20 03:15:06,onion.hidden,174.179.234.39,9050,UDP,176,5641,7144,True,True
0446949309506,2023-11-28 23:59:12,onion.hidden,77.65.221.1,53,TCP,2,16,201,False,True
9590903740734,2023-12-29 03:48:50,onion.hidden,69.38.19.4,9050,UDP,120,8331,8032,True,True
