user_id,timestamp,modality,is_fraud,caller_id,callee_id,call_start,call_duration,cell_id,location,imei,source_modality,call_hour,call_day,latitude,longitude,domain,ip_dst,port,duration,bytes_sent,bytes_received,vpn_usage,hour,weekday,event_id,device_model,os_type,roaming_status,event_time,event_hour,event_day,user_sequence,call_type_sms_out,call_type_unknown,call_type_voice_in,call_type_voice_out,protocol_UDP,event_type_network drop,event_type_reboot,event_type_roaming event,event_type_sim switch,event_type_unknown,network_type_lte,network_type_unknown,network_type_wifi,event_count
16435890393,2023-10-20 19:51:19,edr,False,unknown,unknown,,-0.5439686595826063,unknown,"-68.2564,154.4541",,EDR,0.0,0.0,,,unknown,,,,,,False,19,4,316b7c55-4686-4d10-aa58-9037e63146ba,Pixel 6,ios 16,False,2023-10-20 19:51:19,1.078185616618059,0.4960606169447455,2023-10-20 19:51:19 edr False False False False True False False False False,False,True,False,False,False,False,False,True,False,False,False,False,False,1
16816115543,2023-04-27 08:31:38,cdr,False,16816115543.0,8260386840806.0,2023-04-27 08:31:38,3.0179029340826222,CELL_181,"-51.3826,94.4398",IMEI_192424,CDR,-0.484619195162088,0.0032986163392219,-51.3826,94.4398,unknown,,,,,,False,8,3,,unknown,unknown,,,,,2023-04-27 08:31:38 cdr False False False False False False True False False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
20356726467,2023-12-23 14:48:51,ipdr,False,unknown,unknown,,-0.5439686595826063,unknown,,,IPDR,0.0,0.0,,,socialapp.io,10.55.167.136,8080.0,0.8387907395937507,-1.3169184970648904,0.9783493247628671,True,14,5,,unknown,unknown,,,,,2023-12-23 14:48:51 ipdr False True False False False False True False False,False,True,False,False,True,False,False,False,False,True,False,True,False,1
20734535979,2023-10-27 14:15:06,cdr,False,20734535979.0,6122551304348.0,2023-10-27 14:15:06,2.056038945815564,CELL_157,"37.9029,-135.3261",IMEI_812128,CDR,0.369586201715858,0.5030889707667722,37.9029,-135.3261,unknown,,,,,,False,14,4,,unknown,unknown,,,,,2023-10-27 14:15:06 cdr False False False False False False True False False,True,False,False,False,False,False,False,False,False,True,False,True,False,1
21388074601,2023-09-21 04:29:52,cdr,False,21388074601.0,6645374030347.0,2023-09-21 04:29:52,2.034223473916724,CELL_128,"-79.9732,30.1575",IMEI_346829,CDR,-1.054089459747385,0.0032986163392219,-79.9732,30.1575,unknown,,,,,,False,4,3,,unknown,unknown,,,,,2023-09-21 04:29:52 cdr False False False False False False True False False,True,False,False,False,False,False,False,False,False,True,False,True,False,1
21533744036,2023-09-23 05:02:58,cdr,False,21533744036.0,2323863125629.0,2023-09-23 05:02:58,1.5622159910145388,CELL_100,"-9.3568,-143.2331",IMEI_368567,CDR,-0.911721893601061,1.0028793251943224,-9.3568,-143.2331,unknown,,,,,,False,5,5,,unknown,unknown,,,,,2023-09-23 05:02:58 cdr False False False False False False True False False,True,False,False,False,False,False,False,False,False,True,False,True,False,1
21678925408,2023-05-26 04:31:43,edr,False,unknown,unknown,,-0.5439686595826063,unknown,"9.7525,96.0476",,EDR,0.0,0.0,,,unknown,,,,,,False,4,4,9f65b847-73f5-4f7a-862c-e8864f9d2d3f,Galaxy S22,android 12,True,2023-05-26 04:31:43,-1.0799120947871832,0.4960606169447455,2023-05-26 04:31:43 edr False False True False False False False False True,False,True,False,False,False,True,False,False,False,False,False,False,True,1
22166185595,2023-01-17 03:20:57,cdr,False,22166185595.0,8040037410978.0,2023-01-17 03:20:57,-0.054112154217733625,CELL_170,"-37.9962,99.1231",IMEI_710720,CDR,-1.1964570258937095,-0.9962820925158786,-37.9962,99.1231,unknown,,,,,,False,3,1,,unknown,unknown,,,,,2023-01-17 03:20:57 cdr False False False False False False True False False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
22606011613,2023-01-27 05:46:04,cdr,False,22606011613.0,6550738651112.0,2023-01-27 05:46:04,0.9394834295385467,CELL_127,"-66.2628,-36.1071",IMEI_773646,CDR,-0.911721893601061,0.5030889707667722,-66.2628,-36.1071,unknown,,,,,,False,5,4,,unknown,unknown,,,,,2023-01-27 05:46:04 cdr False False False False False False True False False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
23303100898,2023-06-14 19:11:12,cdr,False,23303100898.0,3469637080146.0,2023-06-14 19:11:12,2.272210440085893,CELL_120,"50.3119,-162.7413",IMEI_242861,CDR,1.0814240324474798,-0.4964917380883283,50.3119,-162.7413,unknown,,,,,,False,19,2,,unknown,unknown,,,,,2023-06-14 19:11:12 cdr False False False False False False True False False,False,False,False,True,False,False,False,False,False,True,False,True,False,1
23318615950,2023-02-23 23:11:04,cdr,False,23318615950.0,6423818635157.0,2023-02-23 23:11:04,2.555811574770819,CELL_140,"28.9288,-28.2034",IMEI_167387,CDR,1.650894297032777,0.0032986163392219,28.9288,-28.2034,unknown,,,,,,False,23,3,,unknown,unknown,,,,,2023-02-23 23:11:04 cdr False False False False False False True False False,False,False,False,True,False,False,False,False,False,True,False,True,False,1
23640378445,2023-05-10 09:06:02,cdr,False,23640378445.0,963100698690.0,2023-05-10 09:06:02,1.742689440359492,CELL_178,"-47.7263,-160.3124",IMEI_139650,CDR,-0.3422516290157636,-0.4964917380883283,-47.7263,-160.3124,unknown,,,,,,False,9,2,,unknown,unknown,,,,,2023-05-10 09:06:02 cdr False False False False False False True False False,False,False,True,False,False,False,False,False,False,True,False,True,False,1
23864842376,2023-04-18 22:28:20,cdr,False,23864842376.0,5820471162998.0,2023-04-18 22:28:20,1.1477220249365696,CELL_139,"-65.7539,35.7381",IMEI_275760,CDR,1.5085267308864527,-0.9962820925158786,-65.7539,35.7381,unknown,,,,,,False,22,1,,unknown,unknown,,,,,2023-04-18 22:28:20 cdr False False False False False False True False False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
24019376095,2023-10-10 04:38:12,cdr,False,24019376095.0,4820281448064.0,2023-10-10 04:38:12,0.8641208902516432,CELL_196,"-41.4526,-134.0148",IMEI_796259,CDR,-1.054089459747385,-0.9962820925158786,-41.4526,-134.0148,unknown,,,,,,False,4,1,,unknown,unknown,,,,,2023-10-10 04:38:12 cdr False False False False False False True False False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
25977137529,2023-05-28 10:51:16,cdr,False,25977137529.0,9000562886913.0,2023-05-28 10:51:16,1.78235393472102,CELL_111,"55.3747,16.0759",IMEI_808482,CDR,-0.1998840628694393,1.5026696796218726,55.3747,16.0759,unknown,,,,,,False,10,6,,unknown,unknown,,,,,2023-05-28 10:51:16 cdr False False False False False False True False False,True,False,False,False,False,False,False,False,False,True,False,True,False,1
26342579867,2023-10-02 12:41:16,edr,False,unknown,unknown,,-0.5439686595826063,unknown,"-6.8799,44.3936",,EDR,0.0,0.0,,,unknown,,,,,,False,12,0,357fdf77-17c0-45f8-988e-95df5d9bafff,iPhone 14,kaios,True,2023-10-02 12:41:16,0.0710733512956126,-1.4850121344320342,2023-10-02 12:41:16 edr False False True False False False False False False,False,True,False,False,False,True,False,False,False,False,False,False,False,1
28489615138,2023-04-20 15:06:40,cdr,False,28489615138.0,483619030774.0,2023-04-20 15:06:40,0.27708637370102646,CELL_137,"-18.1017,147.1074",IMEI_126341,CDR,0.5119537678621823,0.0032986163392219,-18.1017,147.1074,unknown,,,,,,False,15,3,,unknown,unknown,,,,,2023-04-20 15:06:40 cdr False False False False False False True False False,False,False,True,False,False,False,False,False,False,True,False,True,False,1
29676356993,2023-09-18 03:05:52,edr,False,unknown,unknown,,-0.5439686595826063,unknown,"-25.8173,69.8625",,EDR,0.0,0.0,,,unknown,,,,,,False,3,0,3f3eebf0-92fc-47c6-ae41-883dc5073827,Pixel 6,kaios,False,2023-09-18 03:05:52,-1.2237852755475327,-1.4850121344320342,2023-09-18 03:05:52 edr False False False False True False False False False,False,True,False,False,False,False,False,True,False,False,False,False,False,1
29877858857,2023-01-20 20:17:52,cdr,False,29877858857.0,7448585707235.0,2023-01-20 20:17:52,0.6201842499282451,CELL_125,"16.7518,-99.5814",IMEI_485618,CDR,1.223791598593804,0.5030889707667722,16.7518,-99.5814,unknown,,,,,,False,20,4,,unknown,unknown,,,,,2023-01-20 20:17:52 cdr False False False False False False True False False,False,False,False,True,False,False,False,False,False,True,False,True,False,1
30388285803,2023-06-09 01:21:10,cdr,False,30388285803.0,3271631193713.0,2023-06-09 01:21:10,2.506230956818909,CELL_140,"42.4036,164.2002",IMEI_878531,CDR,-1.4811921581863583,0.5030889707667722,42.4036,164.2002,unknown,,,,,,False,1,4,,unknown,unknown,,,,,2023-06-09 01:21:10 cdr False False False False False False True False False,True,False,False,False,False,False,False,False,False,True,False,True,False,1
30869147982,2023-02-24 16:36:01,edr,False,unknown,unknown,,-0.5439686595826063,unknown,"45.2889,-142.3033",,EDR,0.0,0.0,,,unknown,,,,,,False,16,4,fd0d11a7-0033-4983-ad13-b0945df0fa52,Galaxy S22,harmonyos,False,2023-02-24 16:36:01,0.6465660743370105,0.4960606169447455,2023-02-24 16:36:01 edr False False False False True False False True False,False,True,False,False,False,False,False,True,False,False,True,False,False,1
31448113376,2023-11-07 00:16:11,ipdr,False,unknown,unknown,,-0.5439686595826063,unknown,,,IPDR,0.0,0.0,,,vpnservice.net,183.83.240.104,8080.0,1.4901730691065775,-1.334884482776125,1.2010390737566787,False,0,1,,unknown,unknown,,,,,2023-11-07 00:16:11 ipdr False False False False False False True False False,False,True,False,False,False,False,False,False,False,True,False,True,False,1
32633860835,2023-09-01 09:57:43,edr,False,unknown,unknown,,-0.5439686595826063,unknown,"39.2182,-160.2918",,EDR,0.0,0.0,,,unknown,,,,,,False,9,4,bb30997b-2936-455f-9ec2-e242762beb84,OnePlus 10,kaios,True,2023-09-01 09:57:43,-0.3605461909854358,0.4960606169447455,2023-09-01 09:57:43 edr False False False False True False False False False,False,True,False,False,False,False,False,True,False,False,False,False,False,1
32696694155,2023-07-21 03:28:35,edr,False,unknown,unknown,,-0.5439686595826063,unknown,"1.5881,100.3217",,EDR,0.0,0.0,,,unknown,,,,,,False,3,4,827d7208-ef1d-4538-b8b9-8bac0e4a8ef4,Galaxy S22,harmonyos,True,2023-07-21 03:28:35,-1.2237852755475327,0.4960606169447455,2023-07-21 03:28:35 edr False False True False False False False False False,False,True,False,False,False,True,False,False,False,False,False,False,False,1
32749248966,2023-11-25 07:02:53,edr,False,unknown,unknown,,-0.5439686595826063,unknown,"-17.6423,81.0903",,EDR,0.0,0.0,,,unknown,,,,,,False,7,5,f9779eab-2ab2-421f-aad2-d29c8a89ac20,Xiaomi 12,android 12,True,2023-11-25 07:02:53,-0.6482925525061347,0.9913288047889406,2023-11-25 07:02:53 edr False False False True False False False True False,False,True,False,False,False,False,True,False,False,False,True,False,False,1
33732921565,2023-11-29 18:05:33,cdr,False,33732921565.0,1442371771449.0,2023-11-29 18:05:33,2.7283521252434664,CELL_119,"-64.3337,-137.2306",IMEI_326712,CDR,0.9390564663011554,-0.4964917380883283,-64.3337,-137.2306,unknown,,,,,,False,18,2,,unknown,unknown,,,,,2023-11-29 18:05:33 cdr False False False False False False True False False,False,False,True,False,False,False,False,False,False,True,False,True,False,1
36254598746,2023-11-26 07:04:26,cdr,False,36254598746.0,985816997128.0,2023-11-26 07:04:26,3.0159197093645456,CELL_188,"85.8812,35.5089",IMEI_921897,CDR,-0.6269867613084124,1.5026696796218726,85.8812,35.5089,unknown,,,,,,False,7,6,,unknown,unknown,,,,,2023-11-26 07:04:26 cdr False False False False False False True False False,False,False,False,True,False,False,False,False,False,True,False,True,False,1
36459586623,2023-03-07 23:32:28,edr,False,unknown,unknown,,-0.5439686595826063,unknown,"-15.9277,179.4139",,EDR,0.0,0.0,,,unknown,,,,,,False,23,1,4b87aef7-1c1b-4f87-98d9-30f6d1e7dd28,iPhone 14,ios 16,False,2023-03-07 23:32:28,1.6536783396594568,-0.9897439465878392,2023-03-07 23:32:28 edr False False True False False False False False False,False,True,False,False,False,True,False,False,False,False,False,False,False,1
37744069399,2023-07-13 04:03:38,ipdr,False,unknown,unknown,,-0.5439686595826063,unknown,,,IPDR,0.0,0.0,,,example.com,130.108.239.236,8080.0,-1.1267840091116215,1.5662895061491529,-1.432561629638285,True,4,3,,unknown,unknown,,,,,2023-07-13 04:03:38 ipdr False True False False False False True False False,False,True,False,False,True,False,False,False,False,True,False,True,False,1
38375018706,2023-11-13 20:00:27,cdr,False,38375018706.0,5547847774985.0,2023-11-13 20:00:27,1.5265179460891634,CELL_149,"83.5610,-117.0856",IMEI_969182,CDR,1.223791598593804,-1.4960724469434288,83.561,-117.0856,unknown,,,,,,False,20,0,,unknown,unknown,,,,,2023-11-13 20:00:27 cdr False False False False False False True False False,False,False,True,False,False,False,False,False,False,True,False,True,False,1
39211975854,2023-12-14 00:18:57,cdr,False,39211975854.0,900280851944.0,2023-12-14 00:18:57,-0.498354491066849,CELL_100,"-61.8222,-4.9884",IMEI_812156,CDR,-1.6235597243326827,0.0032986163392219,-61.8222,-4.9884,unknown,,,,,,False,0,3,,unknown,unknown,,,,,2023-12-14 00:18:57 cdr False False False False False False True False False,True,False,False,False,False,False,False,False,False,True,False,True,False,1
39403933256,2023-06-04 06:16:23,cdr,False,39403933256.0,9600564155340.0,2023-06-04 06:16:23,-0.4824886933222377,CELL_101,"-36.9870,8.1154",IMEI_666727,CDR,-0.7693543274547368,1.5026696796218726,-36.987,8.1154,unknown,,,,,,False,6,6,,unknown,unknown,,,,,2023-06-04 06:16:23 cdr False False False False False False True False False,True,False,False,False,False,False,False,False,False,True,False,True,False,1
40100832030,2023-08-29 21:37:04,cdr,False,40100832030.0,8113952495860.0,2023-08-29 21:37:04,2.6311741140577225,CELL_174,"-10.0053,89.8222",IMEI_410325,CDR,1.3661591647401283,-0.9962820925158786,-10.0053,89.8222,unknown,,,,,,False,21,1,,unknown,unknown,,,,,2023-08-29 21:37:04 cdr False False False False False False True False False,False,False,False,True,False,False,False,False,False,True,False,True,False,1
40583344022,2023-05-20 13:48:25,cdr,False,40583344022.0,1844610123582.0,2023-05-20 13:48:25,1.65542755276413,CELL_167,"78.0979,23.7847",IMEI_345937,CDR,0.2272186355695336,1.0028793251943224,78.0979,23.7847,unknown,,,,,,False,13,5,,unknown,unknown,,,,,2023-05-20 13:48:25 cdr False False False False False False True False False,False,False,True,False,False,False,False,False,False,True,False,True,False,1
41485214933,2023-02-23 09:45:44,edr,False,unknown,unknown,,-0.5439686595826063,unknown,"42.6731,-51.0212",,EDR,0.0,0.0,,,unknown,,,,,,False,9,3,600480e1-63f8-4ab6-98d9-6a948064f8bb,Xiaomi 12,harmonyos,True,2023-02-23 09:45:44,-0.3605461909854358,0.0007924291005506,2023-02-23 09:45:44 edr False False True False False False False True False,False,True,False,False,False,True,False,False,False,False,True,False,False,1
41891695724,2023-05-19 21:19:16,ipdr,False,unknown,unknown,,-0.5439686595826063,unknown,,,IPDR,0.0,0.0,,,fileshare.cc,44.131.227.76,8443.0,1.1930513047673934,-0.6515116188710194,-0.4378182977446539,False,21,4,,unknown,unknown,,,,,2023-05-19 21:19:16 ipdr False True False False False False True False False,False,True,False,False,True,False,False,False,False,True,False,True,False,1
42782314075,2023-01-25 21:05:59,ipdr,False,unknown,unknown,,-0.5439686595826063,unknown,,,IPDR,0.0,0.0,,,news.org,206.153.234.53,53.0,0.3816803329180828,1.6015560706934282,-0.13844511956006456,False,21,2,,unknown,unknown,,,,,2023-01-25 21:05:59 ipdr False True False False False False True False False,False,True,False,False,True,False,False,False,False,True,False,True,False,1
45154581627,2023-04-27 13:34:35,edr,False,unknown,unknown,,-0.5439686595826063,unknown,"-4.9215,106.2018",,EDR,0.0,0.0,,,unknown,,,,,,False,13,3,feec7601-6a26-41e4-bb3f-4fce00774ecb,iPhone 14,android 12,True,2023-04-27 13:34:35,0.2149465320559621,0.0007924291005506,2023-04-27 13:34:35 edr False False False True False False False True False,False,True,False,False,False,False,True,False,False,False,True,False,False,1
45420159546,2023-11-19 06:04:43,ipdr,False,unknown,unknown,,-0.5439686595826063,unknown,,,IPDR,0.0,0.0,,,news.org,31.78.86.101,8443.0,-0.23541871609406897,-1.5148770433275671,-1.5297207388747676,True,6,6,,unknown,unknown,,,,,2023-11-19 06:04:43 ipdr False True False False False False True False False,False,True,False,False,True,False,False,False,False,True,False,True,False,1
45518299934,2023-12-14 18:59:38,cdr,True,45518299934.0,5090731868473.0,2023-12-14 18:59:38,-0.5142202888114602,CELL_134,"-36.1881,-111.2164",IMEI_869815,CDR,0.9390564663011554,0.0032986163392219,-36.1881,-111.2164,unknown,,,,,,False,18,3,,unknown,unknown,,,,,2023-12-14 18:59:38 cdr True False False False False False True False False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
46937052835,2023-11-17 22:34:19,cdr,False,46937052835.0,4235670564074.0,2023-11-17 22:34:19,1.3857089911057385,CELL_137,"48.4605,-64.0059",IMEI_547620,CDR,1.5085267308864527,0.5030889707667722,48.4605,-64.0059,unknown,,,,,,False,22,4,,unknown,unknown,,,,,2023-11-17 22:34:19 cdr False False False False False False True False False,False,False,False,True,False,False,False,False,False,True,False,True,False,1
48174676558,2023-11-30 13:04:48,edr,False,unknown,unknown,,-0.5439686595826063,unknown,"-80.6010,75.4975",,EDR,0.0,0.0,,,unknown,,,,,,False,13,3,e2a9f501-8ae4-402b-8622-c0da92b332d4,Galaxy S22,harmonyos,False,2023-11-30 13:04:48,0.2149465320559621,0.0007924291005506,2023-11-30 13:04:48 edr False False False True False False False False False,False,True,False,False,False,False,True,False,False,False,False,False,False,1
48851703201,2023-01-13 17:44:35,edr,False,unknown,unknown,,-0.5439686595826063,unknown,"-25.2914,132.2402",,EDR,0.0,0.0,,,unknown,,,,,,False,17,4,426465cf-8f98-4b6e-b0ed-eb0c57dc622a,iPhone 14,ios 16,False,2023-01-13 17:44:35,0.79043925509736,0.4960606169447455,2023-01-13 17:44:35 edr False False False False False False False False True,False,True,False,False,False,False,False,False,False,False,False,False,True,1
49064160652,2023-04-02 07:44:01,ipdr,False,unknown,unknown,,-0.5439686595826063,unknown,,,IPDR,0.0,0.0,,,fileshare.cc,217.191.131.184,9050.0,-1.1153562489447297,1.0910226433991805,0.7478975532680692,True,7,6,,unknown,unknown,,,,,2023-04-02 07:44:01 ipdr False True False False False False True False False,False,True,False,False,True,False,False,False,False,True,False,True,False,1
50011730996,2023-06-12 05:54:36,edr,False,unknown,unknown,,-0.5439686595826063,unknown,"3.2984,-11.0523",,EDR,0.0,0.0,,,unknown,,,,,,False,5,0,35cfc9fc-862b-40ff-b671-92072374a2c7,Xiaomi 12,ios 16,True,2023-06-12 05:54:36,-0.9360389140268336,-1.4850121344320342,2023-06-12 05:54:36 edr False False False True False False False True False,False,True,False,False,False,False,True,False,False,False,True,False,False,1
50371909309,2023-09-01 07:43:34,ipdr,False,unknown,unknown,,-0.5439686595826063,unknown,,,IPDR,0.0,0.0,,,news.org,199.106.92.128,8443.0,1.7301560326113032,-0.787587325461666,1.5861959833745813,False,7,4,,unknown,unknown,,,,,2023-09-01 07:43:34 ipdr False False False False False False True False False,False,True,False,False,False,False,False,False,False,True,False,True,False,1
